,index,Provider Id,Provider name,Hospital Ownership,Hospital overall rating,BEDS
318,2150478,150128,COMMUNITY HOSPITAL SOUTH,Voluntary(non-profit),3,108.0
319,2154967,150153,ST VINCENT HEART CENTER OF INDIANA LLC,Individual Business,5,107.0
320,2155592,150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,Voluntary(non-profit),3,486.0
321,2159561,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,Voluntary(non-profit),3,180.0
322,2164745,150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,Individual Business,5,-999.0
323,2165034,160033,GENESIS MEDICAL CENTER-DAVENPORT,Voluntary(non-profit),3,237.0
324,2173134,160045,ST LUKES HOSPITAL,Voluntary(non-profit),4,267.0
325,2181415,160057,GREAT RIVER MEDICAL CENTER,Voluntary(non-profit),3,213.0
326,2181416,160057,GREAT RIVER MEDICAL CENTER,Voluntary(non-profit),3,168.0
327,2190127,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,Government,3,1103.0
328,2197523,160064,MERCY MEDICAL CENTER-NORTH IOWA,Voluntary(non-profit),4,346.0
329,2205623,160069,MERCY MEDICAL CENTER-DUBUQUE,Voluntary(non-profit),4,303.0
330,2209848,160080,MERCY MEDICAL CENTER-CLINTON,Voluntary(non-profit),4,175.0
331,2213212,160082,IOWA METHODIST MEDICAL CENTER,Voluntary(non-profit),4,460.0
332,2222428,160083,MERCY MEDICAL CENTER-DES MOINES,Voluntary(non-profit),2,656.0
333,2232428,170012,SALINA REGIONAL HEALTH CENTER,Voluntary(non-profit),3,198.0
334,2236397,170013,HAYS MEDICAL CENTER,Voluntary(non-profit),4,172.0
335,2239422,170016,ST FRANCIS HEALTH CENTER INC,Voluntary(non-profit),2,291.0
336,2245822,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,Individual Business,2,213.0
337,2250311,170040,UNIVERSITY OF KANSAS HOSPITAL,Government,4,756.0
338,2257880,170049,OLATHE MEDICAL CENTER,Voluntary(non-profit),3,229.0
339,2264604,170104,SHAWNEE MISSION MEDICAL CENTER,Voluntary(non-profit),4,376.0
340,2273068,170122,VIA CHRISTI HOSPITALS WICHITA INC,Voluntary(non-profit),4,58.0
341,2282869,170123,WESLEY MEDICAL CENTER,Individual Business,3,595.0
342,2290613,170182,MENORAH MEDICAL CENTER,Voluntary(non-profit),3,158.0
343,2293977,170186,KANSAS HEART HOSPITAL,Individual Business,5,54.0
344,2294377,170197,KANSAS MEDICAL CENTER LLC,Individual Business,5,58.0
345,2295161,180010,SAINT JOSEPH HOSPITAL,Voluntary(non-profit),1,112.0
346,2295162,180010,SAINT JOSEPH HOSPITAL,Voluntary(non-profit),1,433.0
347,2295163,180010,SAINT JOSEPH HOSPITAL,Voluntary(non-profit),1,369.0
348,2322236,180012,HARDIN MEMORIAL HOSPITAL,Government,3,285.0
349,2322237,180012,HARDIN MEMORIAL HOSPITAL,Government,3,25.0
350,2337374,180013,THE MEDICAL CENTER AT BOWLING GREEN,Voluntary(non-profit),1,337.0
351,2345838,180044,PIKEVILLE MEDICAL CENTER,Voluntary(non-profit),1,261.0
352,2352727,180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,222.0
353,2358656,180051,JENNIE STUART MEDICAL CENTER,Voluntary(non-profit),2,194.0
354,2361465,180102,LOURDES HOSPITAL,Voluntary(non-profit),3,359.0
355,2369034,180132,LAKE CUMBERLAND REGIONAL HOSPITAL,Individual Business,2,295.0
356,2376603,190002,LAFAYETTE GENERAL MEDICAL CENTER,Voluntary(non-profit),3,353.0
357,2384524,190004,THIBODAUX REGIONAL MEDICAL CENTER,Government,3,140.0
358,2389285,190008,TERREBONNE GENERAL MEDICAL CENTER,Government,4,230.0
359,2395846,190026,RAPIDES REGIONAL MEDICAL CENTER,Individual Business,2,349.0
360,2404682,190039,WEST JEFFERSON MEDICAL CENTER,Voluntary(non-profit),3,319.0
361,2409306,190046,TOURO INFIRMARY,Voluntary(non-profit),4,411.0
362,2412442,190060,LAKE CHARLES MEMORIAL HOSPITAL,Voluntary(non-profit),3,306.0
363,2416538,190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,Voluntary(non-profit),2,1042.0
364,2425563,190146,EAST JEFFERSON GENERAL HOSPITAL,Government,4,420.0
365,2432959,190160,GLENWOOD REGIONAL MEDICAL CENTER,Individual Business,2,247.0
366,2439848,190177,LAKEVIEW REGIONAL MEDICAL CENTER,Individual Business,3,172.0
367,2441964,190205,THE REGIONAL MEDICAL CENTER OF ACADIANA,Individual Business,3,142.0
368,2444173,190263,HEART HOSPITAL OF LAFAYETTE,Individual Business,4,32.0
369,2444702,200009,MAINE MEDICAL CENTER,Voluntary(non-profit),5,637.0
370,2453727,200024,CENTRAL MAINE MEDICAL CENTER,Voluntary(non-profit),2,250.0
371,2459503,200033,EASTERN MAINE MEDICAL CENTER,Voluntary(non-profit),2,411.0
372,2468719,210001,MERITUS MEDICAL CENTER,Voluntary(non-profit),4,247.0
373,2477000,210004,HOLY CROSS HOSPITAL,Voluntary(non-profit),2,409.0
374,2477001,210004,HOLY CROSS HOSPITAL,Voluntary(non-profit),2,160.0
375,2477002,210004,HOLY CROSS HOSPITAL,Voluntary(non-profit),2,29.0
376,2477003,210004,HOLY CROSS HOSPITAL,Voluntary(non-profit),2,571.0
377,2510124,210005,FREDERICK MEMORIAL HOSPITAL,Voluntary(non-profit),5,308.0
378,2518960,210011,SAINT AGNES HOSPITAL,Voluntary(non-profit),1,344.0
379,2528369,210019,PENINSULA REGIONAL MEDICAL CENTER,Voluntary(non-profit),5,281.0
380,2537973,210022,SUBURBAN HOSPITAL,Voluntary(non-profit),4,222.0
381,2546073,210023,ANNE ARUNDEL MEDICAL CENTER,Voluntary(non-profit),4,380.0
382,2555482,210027,WESTERN MARYLAND REGIONAL MEDICAL CENTER,Voluntary(non-profit),2,371.0
383,2564891,210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,Voluntary(non-profit),3,477.0
384,2573355,210032,UNION HOSPITAL OF CECIL COUNTY,Voluntary(non-profit),3,122.0
385,2577076,210033,CARROLL HOSPITAL CENTER,Voluntary(non-profit),3,189.0
386,2585357,210044,GREATER BALTIMORE MEDICAL CENTER,Voluntary(non-profit),4,232.0
387,2592753,210048,HOWARD COUNTY GENERAL HOSPITAL,Voluntary(non-profit),3,253.0
388,2600322,210056,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,657.0
389,2600323,210056,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,491.0
390,2600324,210056,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,271.0
391,2600325,210056,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,191.0
392,2632722,220008,STURDY MEMORIAL HOSPITAL,Voluntary(non-profit),2,128.0
393,2637483,220012,CAPE COD HOSPITAL,Voluntary(non-profit),5,259.0
394,2646508,220035,NORTH SHORE MEDICAL CENTER,Voluntary(non-profit),4,357.0
395,2655157,220063,LOWELL GENERAL HOSPITAL,Voluntary(non-profit),2,239.0
396,2660633,220071,MASSACHUSETTS GENERAL HOSPITAL,Voluntary(non-profit),4,950.0
397,2670633,220077,BAYSTATE MEDICAL CENTER,Voluntary(non-profit),4,716.0
398,2680237,220100,SOUTH SHORE HOSPITAL,Voluntary(non-profit),2,137.0
399,2680238,220100,SOUTH SHORE HOSPITAL,Voluntary(non-profit),2,318.0
400,2698669,220101,NEWTON-WELLESLEY HOSPITAL,Voluntary(non-profit),5,216.0
401,2704598,220110,BRIGHAM AND WOMEN'S HOSPITAL,Voluntary(non-profit),4,779.0
402,2714399,220111,GOOD SAMARITAN MEDICAL CENTER,Individual Business,2,224.0
403,2714400,220111,GOOD SAMARITAN MEDICAL CENTER,Individual Business,2,174.0
404,2728511,220116,TUFTS MEDICAL CENTER,Voluntary(non-profit),3,415.0
405,2735907,220126,NORWOOD HOSPITAL,Individual Business,3,215.0
406,2742307,220135,FALMOUTH HOSPITAL,Voluntary(non-profit),4,95.0
407,2747068,220176,ST VINCENT HOSPITAL,Individual Business,3,903.0
408,2753152,230017,BRONSON METHODIST HOSPITAL,Voluntary(non-profit),5,434.0
409,2762561,230021,"LAKELAND HOSPITAL, ST JOSEPH",Voluntary(non-profit),4,215.0
410,2770842,230029,ST JOSEPH MERCY OAKLAND,Voluntary(non-profit),4,410.0
411,2779491,230038,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,Voluntary(non-profit),4,852.0
412,2789491,230041,MCLAREN BAY REGION,Voluntary(non-profit),3,338.0
413,2798707,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,Voluntary(non-profit),4,1000.0
414,2808116,230047,HENRY FORD MACOMB HOSPITAL,Individual Business,3,433.0
415,2818116,230075,BRONSON BATTLE CREEK HOSPITAL,Individual Business,4,189.0
416,2824516,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,Voluntary(non-profit),1,268.0
417,2831405,230097,MUNSON MEDICAL CENTER,Voluntary(non-profit),4,377.0
418,2840814,230104,HARPER UNIVERSITY HOSPITAL,Individual Business,2,470.0
419,2846898,230117,BORGESS MEDICAL CENTER,Voluntary(non-profit),4,387.0
420,2855734,230141,MCLAREN FLINT,Voluntary(non-profit),1,350.0
421,2865734,230146,HENRY FORD WYANDOTTE HOSPITAL,Voluntary(non-profit),2,345.0
422,2874198,230156,ST JOSEPH MERCY HOSPITAL,Voluntary(non-profit),3,513.0
423,2883802,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,Voluntary(non-profit),2,673.0
424,2893603,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Voluntary(non-profit),1,348.0
425,2903207,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,Voluntary(non-profit),2,410.0
426,2910776,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Voluntary(non-profit),3,308.0
427,2917176,230230,EDWARD W SPARROW HOSPITAL,Voluntary(non-profit),3,638.0
428,2926977,230236,METRO HEALTH HOSPITAL,Voluntary(non-profit),4,208.0
429,2931073,230244,GARDEN CITY HOSPITAL,Voluntary(non-profit),3,323.0
430,2935834,230254,CRITTENTON HOSPITAL MEDICAL CENTER,Voluntary(non-profit),4,254.0
431,2942395,230277,HURON VALLEY-SINAI HOSPITAL,Individual Business,2,153.0
432,2947295,240001,NORTH MEMORIAL MEDICAL CENTER,Voluntary(non-profit),3,518.0
433,2956320,240036,ST CLOUD HOSPITAL,Voluntary(non-profit),5,485.0
434,2966121,240047,ST LUKES HOSPITAL,Voluntary(non-profit),4,267.0
435,2971162,240057,ABBOTT NORTHWESTERN HOSPITAL,Voluntary(non-profit),3,952.0
436,2980571,240063,ST JOSEPH'S HOSPITAL,Voluntary(non-profit),3,780.0
437,2980572,240063,ST JOSEPH'S HOSPITAL,Voluntary(non-profit),3,25.0
438,2993693,240078,FAIRVIEW SOUTHDALE HOSPITAL,Voluntary(non-profit),5,390.0
439,3001437,240088,RICE MEMORIAL HOSPITAL,Government,4,136.0
440,3002113,240100,SANFORD BEMIDJI MEDICAL CENTER,Voluntary(non-profit),3,118.0
441,3003409,240106,REGIONS HOSPITAL,Voluntary(non-profit),4,454.0
442,3012434,240115,MERCY HOSPITAL,Voluntary(non-profit),4,473.0
443,3012435,240115,MERCY HOSPITAL,Voluntary(non-profit),4,230.0
444,3012436,240115,MERCY HOSPITAL,Voluntary(non-profit),4,21.0
445,3012437,240115,MERCY HOSPITAL,Voluntary(non-profit),4,25.0
446,3012438,240115,MERCY HOSPITAL,Voluntary(non-profit),4,271.0
447,3012439,240115,MERCY HOSPITAL,Voluntary(non-profit),4,438.0
448,3012440,240115,MERCY HOSPITAL,Voluntary(non-profit),4,234.0
449,3070401,250009,MAGNOLIA REGIONAL HEALTH CENTER,Voluntary(non-profit),2,200.0
450,3075877,250019,MEMORIAL HOSPITAL AT GULFPORT,Government,3,445.0
451,3083798,250040,SINGING RIVER HOSPITAL,Government,1,435.0
452,3093599,250069,RUSH FOUNDATION HOSPITAL,Voluntary(non-profit),1,215.0
453,3096515,250078,FORREST GENERAL HOSPITAL,Government,1,512.0
454,3106119,250094,WESLEY MEDICAL CENTER,Voluntary(non-profit),3,595.0
455,3111303,450651,MEDICAL CENTER OF PLANO,Individual Business,2,493.0
456,3119047,250104,ANDERSON REGIONAL MEDICAL CENTER,Voluntary(non-profit),2,260.0
457,3125447,260006,HEARTLAND REGIONAL MEDICAL CENTER,Voluntary(non-profit),5,92.0
458,3134856,260009,BOTHWELL REGIONAL HEALTH CENTER,Government,3,145.0
459,3138577,260025,HANNIBAL REGIONAL HOSPITAL,Voluntary(non-profit),2,99.0
460,3141713,260027,RESEARCH MEDICAL CENTER,Individual Business,2,487.0
461,3146754,260047,CAPITAL REGION MEDICAL CENTER,Voluntary(non-profit),4,114.0
462,3152230,260068,BOONE HOSPITAL CENTER,Voluntary(non-profit),5,397.0
463,3161066,260085,ST JOSEPH MEDICAL CENTER,Voluntary(non-profit),4,-999.0
464,3168635,260096,NORTH KANSAS CITY HOSPITAL,Government,3,451.0
465,3177284,260104,SSM DEPAUL HEALTH CENTER,Voluntary(non-profit),2,476.0
466,3185933,260108,MISSOURI BAPTIST MEDICAL CENTER,Voluntary(non-profit),4,489.0
467,3194958,260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,Individual Business,1,252.0
468,3201519,260141,UNIVERSITY OF MISSOURI HEALTH CARE,Government,3,463.0
469,3208080,260176,DES PERES HOSPITAL,Individual Business,2,143.0
470,3212436,260177,LIBERTY HOSPITAL,Government,3,226.0
471,3220005,260179,ST LUKES HOSPITAL,Voluntary(non-profit),5,267.0
472,3229414,260186,LAKE REGIONAL HEALTH SYSTEM,Voluntary(non-profit),3,116.0
473,3234038,270014,ST PATRICK HOSPITAL,Voluntary(non-profit),5,253.0
474,3237759,270051,KALISPELL REGIONAL MEDICAL CENTER,Voluntary(non-profit),5,163.0
475,3241480,280009,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,657.0
476,3241481,280009,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,491.0
477,3241482,280009,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,271.0
478,3241483,280009,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,191.0
479,3258380,280013,THE NEBRASKA MEDICAL CENTER,Voluntary(non-profit),3,606.0
480,3267596,280061,REGIONAL WEST MEDICAL CENTER,Voluntary(non-profit),2,166.0
481,3270621,280125,FAITH REGIONAL HEALTH SERVICES,Voluntary(non-profit),3,111.0
482,3272557,290001,RENOWN REGIONAL MEDICAL CENTER,Voluntary(non-profit),1,608.0
483,3281966,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,Individual Business,1,641.0
484,3290991,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,277.0
485,3295347,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,185.0
486,3301747,290021,VALLEY HOSPITAL MEDICAL CENTER,Individual Business,1,365.0
487,3307988,290039,MOUNTAINVIEW HOSPITAL,Individual Business,2,-999.0
488,3317204,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,Individual Business,1,454.0
489,3324093,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,Individual Business,1,169.0
490,3328717,300001,CONCORD HOSPITAL,Voluntary(non-profit),4,295.0
491,3336286,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,Voluntary(non-profit),4,396.0
492,3344207,300005,LAKES REGION GENERAL HOSPITAL,Voluntary(non-profit),2,137.0
493,3346143,300011,ST JOSEPH HOSPITAL,Voluntary(non-profit),5,208.0
494,3346144,300011,ST JOSEPH HOSPITAL,Voluntary(non-profit),5,51.0
495,3346145,300011,ST JOSEPH HOSPITAL,Voluntary(non-profit),5,182.0
496,3356943,300029,PORTSMOUTH REGIONAL HOSPITAL,Individual Business,3,209.0
497,3361168,300034,CATHOLIC MEDICAL CENTER,Voluntary(non-profit),5,330.0
498,3367729,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,Voluntary(non-profit),3,775.0
499,3377530,310009,CLARA MAASS MEDICAL CENTER,Voluntary(non-profit),3,469.0
500,3385451,310012,VALLEY HOSPITAL,Voluntary(non-profit),4,122.0
501,3385452,310012,VALLEY HOSPITAL,Voluntary(non-profit),4,446.0
502,3404659,310015,MORRISTOWN MEMORIAL HOSPITAL,Voluntary(non-profit),5,646.0
503,3414068,310029,OUR LADY OF LOURDES MEDICAL CENTER,Voluntary(non-profit),3,350.0
504,3421637,310031,DEBORAH HEART AND LUNG CENTER,Voluntary(non-profit),4,89.0
505,3422661,310034,RIVERVIEW MEDICAL CENTER,Individual Business,4,468.0
506,3430942,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,Voluntary(non-profit),2,584.0
507,3440743,310041,COMMUNITY MEDICAL CENTER,Voluntary(non-profit),2,592.0
508,3450152,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,Voluntary(non-profit),3,531.0
509,3459368,310047,SHORE MEDICAL CENTER,Voluntary(non-profit),4,297.0
510,3465929,310050,SAINT CLARE'S HOSPITAL,Individual Business,2,-999.0
511,3473850,310051,OVERLOOK HOSPITAL,Voluntary(non-profit),4,504.0
512,3482499,310052,OCEAN MEDICAL CENTER,Voluntary(non-profit),3,281.0
513,3490780,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,Voluntary(non-profit),2,383.0
514,3499805,310075,MONMOUTH MEDICAL CENTER,Voluntary(non-profit),4,514.0
515,3506205,310076,SAINT BARNABAS MEDICAL CENTER,Voluntary(non-profit),3,603.0
516,3515230,310111,CENTRASTATE MEDICAL CENTER,Voluntary(non-profit),3,284.0
517,3522286,320009,LOVELACE MEDICAL CENTER,Voluntary(non-profit),4,263.0
518,3526255,320021,PRESBYTERIAN HOSPITAL,Government,2,453.0
519,3534904,320063,CARLSBAD MEDICAL CENTER,Individual Business,3,112.0
520,3536200,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,Individual Business,2,168.0
521,3541825,330023,VASSAR BROTHERS MEDICAL CENTER,Voluntary(non-profit),1,365.0
522,3550474,330024,MOUNT SINAI HOSPITAL,Voluntary(non-profit),3,1144.0
523,3560275,330078,SISTERS OF CHARITY HOSPITAL,Voluntary(non-profit),2,290.0
524,3565316,330090,ARNOT OGDEN MEDICAL CENTER,Voluntary(non-profit),2,266.0
525,3570941,330106,NORTH SHORE UNIVERSITY HOSPITAL,Voluntary(non-profit),3,764.0
526,3580941,330119,LENOX HILL HOSPITAL,Voluntary(non-profit),2,632.0
527,3590157,330125,ROCHESTER GENERAL HOSPITAL,Voluntary(non-profit),3,528.0
528,3598621,330126,ORANGE REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,353.0
529,3607457,330136,MARY IMOGENE BASSETT HOSPITAL,Voluntary(non-profit),2,180.0
530,3612786,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,Voluntary(non-profit),3,431.0
531,3622390,330153,ELLIS HOSPITAL,Individual Business,2,368.0
532,3630311,330167,WINTHROP-UNIVERSITY HOSPITAL,Voluntary(non-profit),2,591.0
533,3639720,330191,GLENS FALLS HOSPITAL,Voluntary(non-profit),3,410.0
534,3647289,330194,MAIMONIDES MEDICAL CENTER,Voluntary(non-profit),2,679.0
535,3656505,330195,LONG ISLAND JEWISH MEDICAL CENTER,Voluntary(non-profit),1,1025.0
536,3665154,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,Voluntary(non-profit),2,455.0
537,3674179,330203,CROUSE HOSPITAL,Voluntary(non-profit),2,466.0
538,3682643,330214,NYU HOSPITALS CENTER,Voluntary(non-profit),5,844.0
539,3692052,330222,SARATOGA HOSPITAL,Voluntary(non-profit),4,171.0
540,3696277,330234,WESTCHESTER MEDICAL CENTER,Government,1,652.0
541,3701902,330236,NEW YORK METHODIST HOSPITAL,Voluntary(non-profit),1,591.0
542,3709471,330285,STRONG MEMORIAL HOSPITAL,Voluntary(non-profit),1,830.0
543,3717392,330304,WHITE PLAINS HOSPITAL CENTER,Voluntary(non-profit),2,292.0
544,3724961,340028,CAPE FEAR VALLEY MEDICAL CENTER,Voluntary(non-profit),3,600.0
545,3734370,340030,DUKE UNIVERSITY HOSPITAL,Individual Business,3,943.0
546,3743779,340047,NORTH CAROLINA BAPTIST HOSPITAL,Voluntary(non-profit),3,872.0
547,3753188,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,Voluntary(non-profit),1,25.0
548,3753189,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,Voluntary(non-profit),1,452.0
549,3768676,340053,PRESBYTERIAN HOSPITAL,Voluntary(non-profit),2,453.0
550,3777140,340070,ALAMANCE REGIONAL MEDICAL CENTER,Voluntary(non-profit),2,238.0
551,3782616,340073,DUKE HEALTH RALEIGH HOSPITAL,Voluntary(non-profit),4,186.0
552,3786460,340114,REX HOSPITAL,Government,5,514.0
553,3796064,340116,FRYE REGIONAL MEDICAL CENTER,Individual Business,2,355.0
554,3802464,340141,NEW HANOVER REGIONAL MEDICAL CENTER,Government,2,769.0
555,3812464,340143,CATAWBA VALLEY MEDICAL CENTER,Voluntary(non-profit),2,258.0
556,3815828,350002,ST ALEXIUS MEDICAL CENTER,Voluntary(non-profit),4,305.0
557,3815829,350002,ST ALEXIUS MEDICAL CENTER,Voluntary(non-profit),4,283.0
558,3823028,350006,TRINITY HOSPITALS,Voluntary(non-profit),2,251.0
559,3827124,350011,SANFORD MEDICAL CENTER FARGO,Voluntary(non-profit),3,380.0
560,3827125,350011,SANFORD MEDICAL CENTER FARGO,Voluntary(non-profit),3,170.0
561,3844796,350019,ALTRU HOSPITAL,Government,3,269.0
562,3850880,350070,ESSENTIA HEALTH-FARGO,Voluntary(non-profit),4,133.0
563,3854724,360006,RIVERSIDE METHODIST HOSPITAL,Voluntary(non-profit),3,1059.0
564,3864525,360008,SOUTHERN OHIO MEDICAL CENTER,Voluntary(non-profit),3,436.0
565,3871086,360009,LIMA MEMORIAL HEALTH SYSTEM,Voluntary(non-profit),3,329.0
566,3875055,360012,MOUNT CARMEL ST ANN'S HOSPITAL,Voluntary(non-profit),5,392.0
567,3881616,360017,GRANT MEDICAL CENTER,Voluntary(non-profit),2,636.0
568,3889537,360025,FIRELANDS REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,283.0
569,3895621,360027,AKRON GENERAL MEDICAL CENTER,Voluntary(non-profit),2,532.0
570,3904085,360041,PARMA COMMUNITY GENERAL HOSPITAL,Voluntary(non-profit),5,348.0
571,3912185,360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,Government,1,319.0
572,3919581,360051,MIAMI VALLEY HOSPITAL,Voluntary(non-profit),4,883.0
573,3928797,360052,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),2,657.0
574,3928798,360052,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),2,491.0
575,3928799,360052,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),2,271.0
576,3928800,360052,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),2,191.0
577,3964141,360056,MERCY HOSPITAL FAIRFIELD,Voluntary(non-profit),4,209.0
578,3970865,360059,METRO HEALTH MEDICAL CENTER,Voluntary(non-profit),2,731.0
579,3977589,360064,ST ELIZABETH HEALTH CENTER,Voluntary(non-profit),1,626.0
580,3986053,360066,ST RITA'S MEDICAL CENTER,Voluntary(non-profit),4,424.0
581,3995462,360068,TOLEDO HOSPITAL THE,Voluntary(non-profit),5,792.0
582,4004111,360070,MERCY MEDICAL CENTER,Voluntary(non-profit),4,125.0
583,4004112,360070,MERCY MEDICAL CENTER,Voluntary(non-profit),4,375.0
584,4004113,360070,MERCY MEDICAL CENTER,Voluntary(non-profit),4,281.0
585,4004114,360070,MERCY MEDICAL CENTER,Voluntary(non-profit),4,441.0
586,4004115,360070,MERCY MEDICAL CENTER,Voluntary(non-profit),4,454.0
587,4004116,360070,MERCY MEDICAL CENTER,Voluntary(non-profit),4,25.0
588,4004117,360070,MERCY MEDICAL CENTER,Voluntary(non-profit),4,-999.0
589,4052334,360072,FAIRFIELD MEDICAL CENTER,Voluntary(non-profit),3,245.0
590,4058734,360077,FAIRVIEW HOSPITAL,Voluntary(non-profit),5,516.0
591,4058735,360077,FAIRVIEW HOSPITAL,Voluntary(non-profit),5,25.0
592,4075296,360078,ROBINSON MEMORIAL HOSPITAL,Voluntary(non-profit),3,302.0
593,4079920,360079,KETTERING MEDICAL CENTER,Voluntary(non-profit),3,456.0
594,4088020,360084,AULTMAN HOSPITAL,Voluntary(non-profit),5,820.0
595,4095941,360085,OHIO STATE UNIVERSITY HOSPITALS,Government,5,1106.0
596,4104777,360095,BLANCHARD VALLEY HOSPITAL,Voluntary(non-profit),4,176.0
597,4108498,360112,MERCY ST VINCENT MEDICAL CENTER,Voluntary(non-profit),2,568.0
598,4116067,360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,Voluntary(non-profit),3,274.0
599,4119667,360133,GRANDVIEW HOSPITAL & MEDICAL CENTER,Voluntary(non-profit),4,289.0
600,4123388,360134,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,657.0
601,4123389,360134,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,491.0
602,4123390,360134,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,271.0
603,4123391,360134,GOOD SAMARITAN HOSPITAL,Voluntary(non-profit),4,191.0
604,4151612,360137,UNIVERSITY HOSPITALS OF CLEVELAND,Voluntary(non-profit),4,1032.0
605,4160261,360145,EMH REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,387.0
606,4168910,360147,MARIETTA MEMORIAL HOSPITAL,Voluntary(non-profit),1,215.0
607,4174239,360155,SOUTHWEST GENERAL HEALTH CENTER,Voluntary(non-profit),5,362.0
608,4182520,360159,ADENA REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,261.0
609,4190620,360161,ST JOSEPH HEALTH CENTER,Voluntary(non-profit),3,219.0
610,4194220,360163,CHRIST HOSPITAL,Voluntary(non-profit),5,621.0
611,4202320,360172,MERCY REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,70.0
612,4202321,360172,MERCY REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,82.0
613,4202322,360172,MERCY REGIONAL MEDICAL CENTER,Voluntary(non-profit),4,338.0
614,4227163,360180,CLEVELAND CLINIC,Voluntary(non-profit),5,1268.0
615,4236188,360230,HILLCREST HOSPITAL,Voluntary(non-profit),5,500.0
616,4245024,360262,MERCY ST ANNE HOSPITAL,Voluntary(non-profit),4,128.0
617,4246624,370001,HILLCREST MEDICAL CENTER,Individual Business,1,620.0
618,4254905,370016,INTEGRIS BASS BAPTIST HEALTH CENTER,Voluntary(non-profit),4,183.0
619,4256274,370037,ST ANTHONY HOSPITAL,Voluntary(non-profit),3,25.0
620,4256275,370037,ST ANTHONY HOSPITAL,Voluntary(non-profit),3,30.0
621,4270052,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,Government,2,283.0
622,4277796,370215,OKLAHOMA HEART HOSPITAL,Individual Business,5,99.0
623,4279732,370234,OKLAHOMA HEART HOSPITAL SOUTH,Individual Business,3,44.0
624,4281496,380004,PROVIDENCE ST VINCENT MEDICAL CENTER,Voluntary(non-profit),5,528.0
625,4288892,380007,LEGACY EMANUEL MEDICAL CENTER,Voluntary(non-profit),2,407.0
626,4290656,380014,GOOD SAMARITAN REGIONAL MEDICAL CENTER,Voluntary(non-profit),3,164.0
627,4294881,380020,MCKENZIE-WILLAMETTE MEDICAL CENTER,Voluntary(non-profit),3,113.0
