,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Hospital Referral Region Description,Provider Zip Code, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,Latitude,Longitude
922,140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,MO - St. Louis,62062.0,57.8,15007.588,4635.682,3745.728,38.7381839,-89.9472807
923,140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,IL - Elgin,60194.0,130.0,24505.766,5187.42,4184.014,42.0523341,-88.1432142
924,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,IL - Elgin,60010.0,98.0,16876.2,5122.429999999999,3915.174,42.195628,-88.1732844
925,140292,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHT,IL,IL - Melrose Park,60139.0,21.5,26737.6275,6454.4425,5792.632500000001,41.9152811,-88.0570138
926,140294,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MOUNT VERNON,IL,MO - St. Louis,62864.0,34.8,21216.832000000002,5583.962,4733.372,38.3122084,-88.9369037
927,140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,IL - Hinsdale,60440.0,38.8,22139.061999999998,5383.758,4311.402,41.6807313,-88.0836217
928,150001,JOHNSON MEMORIAL HOSPITAL,1125 W JEFFERSON ST,FRANKLIN,IN,IN - Indianapolis,46131.0,29.2,14076.060000000001,4825.42,3771.9380000000006,39.4795429,-86.0768772
929,150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,IN - Gary,46402.0,150.0,14571.035999999998,5813.188,4971.436,41.5994176,-87.3577478
930,150003,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,1501 HARTFORD ST,LAFAYETTE,IN,IN - Lafayette,47904.0,60.6,15886.890000000003,4999.402,4097.224,40.4270795,-86.8793455
931,150004,FRANCISCAN ST MARGARET HEALTH - HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,IN - Munster,46320.0,88.8,17205.494,5895.746,4837.58,41.6151781,-87.52388119999999
932,150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,IN,IN - Indianapolis,46122.0,56.8,14756.794,4789.379999999999,3850.296,39.76255,-86.50165
933,150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,IN - South Bend,46350.0,58.6,22941.416000000005,4750.77,3761.192,41.6106426,-86.72513339999999
934,150007,HOWARD REGIONAL HEALTH SYSTEM,3500 S LAFOUNTAIN ST,KOKOMO,IN,IN - Indianapolis,46904.0,49.2,13153.884,4578.154,3720.0440000000003,40.446646,-86.12697299999999
935,150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,IN - Munster,46312.0,64.4,14757.707999999999,5804.312,4990.712,41.6348372,-87.4475437
936,150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,JEFFERSONVILLE,IN,KY - Louisville,47130.0,121.2,12205.094000000001,4937.5160000000005,3971.486,38.2824806,-85.7491194
937,150010,ST JOSEPH HOSPITAL & HEALTH CENTER INC,1907 W SYCAMORE ST,KOKOMO,IN,IN - Indianapolis,46904.0,41.6,19270.978000000003,4827.796,3847.996,40.4863584,-86.15689390000001
938,150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,IN,IN - Indianapolis,46952.0,56.6,12231.594,5084.064,4171.466,40.5645967,-85.665461
939,150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,IN - South Bend,46545.0,116.0,15425.045999999998,5617.962,4567.7699999999995,41.7028568,-86.1794925
940,150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,301 W HOMER ST,MICHIGAN CITY,IN,IN - Gary,46360.0,73.0,15661.268,5055.268,4009.274,41.7063044,-86.9011441
941,150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,IN,IN - Fort Wayne,46804.0,100.2,22334.768,5137.629999999999,4162.878,41.0403358,-85.24998169999999
942,150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,IN,IN - South Bend,46514.0,104.6,14948.178,5239.494000000001,3912.0699999999997,41.6796028,-85.99320689999999
943,150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,IN - Fort Wayne,46805.0,104.4,16340.38,5158.856000000001,4126.18,41.1884563,-85.10164739999999
944,150022,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,IN - Indianapolis,47933.0,36.0,16078.242000000002,4766.932,3942.4740000000006,40.0664798,-86.9055873
945,150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,IN - Terre Haute,47804.0,172.2,16423.126,5153.642000000001,4299.2339999999995,39.4856368,-87.4085107
946,150024,WILLIAM N WISHARD MEMORIAL HOSPITAL,1001 W 10TH ST,INDIANAPOLIS,IN,IN - Indianapolis,46202.0,46.8,10990.266000000001,7804.584,6990.68,39.7804315,-86.17630439999999
947,150026,IU HEALTH GOSHEN HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,IN - South Bend,46526.0,71.2,17741.938000000002,4856.476000000001,3931.3560000000007,41.5633669,-85.83054589999999
948,150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,IN - Indianapolis,47362.0,53.25,19441.260000000002,6005.3975,4838.969999999999,39.943402,-85.3630575
949,150033,FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE,1600 ALBANY ST,BEECH GROVE,IN,IN - Indianapolis,46107.0,120.8,17792.273999999998,4948.224,4047.8720000000003,39.7244273,-86.1001689
950,150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,IN - Gary,46342.0,141.8,15141.242000000002,5044.794,4192.889999999999,41.5125365,-87.2613291
951,150035,PORTER VALPARAISO HOSPITAL,814 LAPORTE AVE,VALPARAISO,IN,IN - Gary,46383.0,129.4,20598.832000000002,5063.58,4156.116,41.4670983,-87.0510868
952,150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,IN - Indianapolis,46140.0,30.0,13460.264,4671.536,3737.7059999999997,39.794902,-85.76770499999999
953,150038,INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC,2209 JOHN R WOODEN DR,MARTINSVILLE,IN,IN - Indianapolis,46151.0,29.4,17689.204,4903.976000000001,4104.6900000000005,39.426276,-86.40514999999999
954,150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,IN - Evansville,47591.0,63.8,11563.117999999999,4497.478,3550.2699999999995,38.6727584,-87.53294009999999
955,150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,1850 STATE ST,NEW ALBANY,IN,KY - Louisville,47150.0,124.8,14519.072,4613.348,3772.3420000000006,38.3012927,-85.83457539999999
956,150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,IN,IN - Fort Wayne,46706.0,20.6,13813.068,5446.183999999999,4380.308,41.3688901,-85.03544409999999
957,150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,IN - Terre Haute,47802.0,55.2,22736.5,4910.2080000000005,4031.3200000000006,39.41951160000001,-87.40897869999999
958,150048,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY,RICHMOND,IN,IN - Indianapolis,47374.0,135.4,11159.14,5592.722,4658.312,39.8643833,-84.8838698
959,150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,IN - Indianapolis,47403.0,95.0,14406.194,5060.49,4096.016,39.1600064,-86.54038249999999
960,150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,IN - Indianapolis,46206.0,207.2,23270.345999999998,8327.53,6471.98,39.7902783,-86.1641085
961,150057,FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE,1201 HADLEY RD,MOORESVILLE,IN,IN - Indianapolis,46158.0,31.25,16373.942500000001,4581.0275,3523.8849999999998,39.6076612,-86.3556555
962,150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,IN - South Bend,46601.0,114.6,19986.768,5679.188,4583.258,41.6838386,-86.2517326
963,150059,RIVERVIEW HOSPITAL,395 WESTFIELD RD,NOBLESVILLE,IN,IN - Indianapolis,46060.0,41.2,16512.417999999998,4810.552000000001,4053.6479999999997,40.04554580000001,-86.0243936
964,150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,IN - Evansville,47501.0,37.0,9156.256,4938.274,4158.022,38.6596091,-87.1598346
965,150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,IN - Indianapolis,47331.0,27.0,13507.173999999999,5309.204,4440.296,39.6562706,-85.13253999999999
966,150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,IN - Indianapolis,47274.0,30.25,12203.085,5307.237499999999,4280.755,38.9558271,-85.8916328
967,150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE",ONE KINGS DAUGHTERS DR,MADISON,IN,KY - Louisville,47250.0,47.8,12477.78,4720.15,3846.16,38.738579,-85.38136399999999
968,150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,IN - Indianapolis,46947.0,38.4,14924.918,6594.1179999999995,5729.58,40.763244,-86.36161899999999
969,150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,IN - Indianapolis,46219.0,67.0,15522.028,5552.96,4677.13,39.7879685,-86.0764951
970,150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,IN - Fort Wayne,46714.0,33.0,18109.536,4800.308,3727.5800000000004,40.7374106,-85.17114959999999
971,150076,SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,IN - South Bend,46563.0,18.6,13382.518,5119.3099999999995,4279.012000000001,41.3334094,-86.33234209999999
972,150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,IN - Evansville,47747.0,233.6,18475.677999999996,4690.688,3714.958,37.9830836,-87.57125649999999
973,150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,IN - Indianapolis,46260.0,199.4,21981.638,5763.42,4807.536,39.9090803,-86.1958346
974,150086,DEARBORN COUNTY HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,IN,OH - Cincinnati,47025.0,59.6,14653.266,4872.548,4031.6760000000004,39.111381,-84.88342779999999
975,150088,SAINT JOHN'S HEALTH SYSTEM,2015 JACKSON ST,ANDERSON,IN,IN - Indianapolis,46016.0,54.0,17346.438000000002,5079.726000000001,4163.324,40.0955305,-85.6812084
976,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,IN - Muncie,47303.0,157.0,21059.398,5816.296,4563.647999999999,40.1968976,-85.4146284
977,150090,FRANCISCAN ST MARGARET HEALTH - DYER,24 JOLIET ST,DYER,IN,IN - Munster,46311.0,74.0,19027.776,5193.665999999999,4313.698,41.4926573,-87.52442330000001
978,150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,IN,IN - Fort Wayne,46750.0,26.4,13090.286,5814.932000000001,5021.969999999999,40.905759,-85.4885479
979,150097,MAJOR HOSPITAL,150 W WASHINGTON ST,SHELBYVILLE,IN,IN - Indianapolis,46176.0,55.6,16459.232,5027.026,4162.456,39.5250652,-85.78092339999999
980,150100,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,3700 WASHINGTON AVE,EVANSVILLE,IN,IN - Evansville,47750.0,114.0,16049.651999999998,4742.494,3874.368,37.962775,-87.50490200000002
981,150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,IN - Fort Wayne,46725.0,16.8,13224.756,5672.5599999999995,4548.436,41.158229,-85.4648969
982,150102,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,102 E CULVER RD,KNOX,IN,IN - Gary,46534.0,25.25,16564.3975,5076.825000000001,4316.8075,41.2873712,-86.6218586
983,150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,IN - Indianapolis,46052.0,33.2,15599.601999999999,5571.414,4763.782000000001,40.0773255,-86.4731115
984,150109,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,1701 S CREASY LN,LAFAYETTE,IN,IN - Lafayette,47905.0,33.6,18864.507999999998,5061.409999999999,4208.266,40.3940377,-86.8344985
985,150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,IN,IN - Indianapolis,47201.0,56.6,12361.392,5166.15,4024.416,39.2170557,-85.8954083
986,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,IN - Indianapolis,46011.0,78.4,12079.478000000001,4916.3279999999995,4086.2520000000004,40.1305129,-85.6933403
987,150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,IN - Evansville,47546.0,40.6,8351.072,4453.848,3420.5979999999995,38.39499199999999,-86.940895
988,150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,IN - Munster,46321.0,224.8,15988.716,5081.714,4216.816000000001,41.5506256,-87.5062531
989,150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,IN - Gary,46307.0,127.2,14759.333999999999,4872.996,4050.482000000001,41.395763,-87.3675765
990,150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,IN - Indianapolis,46227.0,53.2,14912.148000000001,4638.608,3588.3599999999997,39.6365539,-86.13254599999999
991,150129,WESTVIEW HOSPITAL,3630 GUION RD,INDIANAPOLIS,IN,IN - Indianapolis,46222.0,24.0,25052.341999999997,5396.710000000001,4349.4800000000005,39.819985,-86.22362799999999
992,150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,IN,IN - Fort Wayne,46580.0,43.6,22699.048,4968.445999999999,3915.3499999999995,41.2482028,-85.8282869
993,150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,IN - Fort Wayne,46755.0,31.4,13698.872,5664.804,4691.27,41.4483537,-85.29603329999999
994,150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,IN,IN - Fort Wayne,46825.0,17.5,19228.255,4839.395,3824.13,41.1752138,-85.10894259999999
995,150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,IN - Indianapolis,46032.0,17.5,21381.8825,4690.6575,3745.6724999999997,39.982751,-86.14342599999999
996,150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,IN - Indianapolis,46123.0,84.0,21106.102,5166.366,3885.928,39.779959,-86.3401688
997,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,IN - Indianapolis,46032.0,29.6,18134.976000000002,4966.478,3804.946,39.9593634,-86.1600739
998,150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,IN - Indianapolis,46237.0,68.0,17618.376,5258.852,4271.433999999999,39.6492557,-86.07858449999999
999,150163,SAINT CATHERINE REGIONAL HOSPITAL,2200  MARKET ST,CHARLESTOWN,IN,KY - Louisville,47111.0,26.5,9931.965,4406.99,3609.6675000000005,38.473918,-85.66997099999999
1000,150164,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,IN - Indianapolis,47403.0,16.75,15888.9825,4817.5925,3873.2725000000005,39.1207087,-86.5719324
1001,150165,FRANCISCAN PHYSICIANS HOSPITAL LLC,701 SUPERIOR AVE,MUNSTER,IN,IN - Munster,46321.0,13.333333333333334,16217.793333333335,5303.509999999999,4197.0233333333335,41.53822419999999,-87.5123163
1002,150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,IN - Indianapolis,46256.0,64.0,15842.231999999998,5007.36,4071.094,39.9008162,-86.0407551
1003,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,IN,IN - Lafayette,47905.0,70.2,21997.235999999997,5061.951999999999,3597.024,40.4005343,-86.8065232
1004,150176,KENTUCKIANA MEDICAL CENTER LLC,4601 MEDICAL PLAZA WAY,CLARKSVILLE,IN,KY - Louisville,47129.0,17.0,11812.006666666668,3836.4,2960.47,38.3331853,-85.7524047
1005,150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,IN - South Bend,46545.0,12.0,13569.16,5190.0,4721.0,41.70124510000001,-86.1781163
1006,160001,MARSHALLTOWN MEDICAL & SURGICAL CENTER,3 SOUTH 4TH AVENUE,MARSHALLTOWN,IA,IA - Des Moines,50158.0,39.2,12682.710000000001,5219.698000000001,4068.2059999999997,42.04851000000001,-92.90661399999999
1007,160005,ST ANTHONY REGIONAL HOSPITAL,311 SOUTH CLARK STREET,CARROLL,IA,IA - Des Moines,51401.0,26.75,12716.832499999999,4983.7825,4192.875,42.05642479999999,-94.86603629999999
1008,160008,KEOKUK AREA HOSPITAL,1600 MORGAN STREET,KEOKUK,IA,IA - Iowa City,52632.0,29.75,10434.2125,5440.967500000001,4586.570000000001,40.4069569,-91.3881818
1009,160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,IA - Iowa City,52761.0,18.6,14426.034,6541.3240000000005,5632.322000000001,41.4332299,-91.0544985
1010,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,IA - Des Moines,50501.0,60.4,14662.484,4879.046,3967.614,42.4924492,-94.19338049999999
1011,160024,IOWA LUTHERAN HOSPITAL,700 EAST UNIVERSITY AVENUE,DES MOINES,IA,IA - Des Moines,50316.0,40.2,15349.829999999998,5354.77,4296.186,41.6021918,-93.6097994
1012,160028,ALEGENT HEALTH MERCY HOSPITAL,800 MERCY DRIVE,COUNCIL BLUFFS,IA,NE - Omaha,51503.0,39.0,20663.344,5554.072,4501.778,41.2687021,-95.8393612
1013,160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,IA - Iowa City,52245.0,65.2,14700.52,4728.438,3737.1399999999994,41.6641482,-91.5285792
1014,160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,IA - Des Moines,50010.0,71.2,15036.948,4796.92,3951.4260000000004,42.0328049,-93.6118077
1015,160032,SKIFF MEDICAL CENTER,204 NORTH 4TH AVENUE EAST,NEWTON,IA,IA - Des Moines,50208.0,33.8,11311.096,5485.698,4585.686,41.7029202,-93.05159479999999
1016,160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,IA - Davenport,52803.0,117.2,12192.998000000001,4781.518,3804.154,41.5416972,-90.55652219999999
1017,160040,SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,CEDAR FALLS,IA,IA - Waterloo,50613.0,14.0,9129.336666666668,4181.39,3398.2333333333336,42.5336466,-92.4580897
1018,160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,IA - Cedar Rapids,52402.0,94.4,15768.538,4973.3,4091.614,41.9853036,-91.66043220000002
1019,160047,JENNIE EDMUNDSON HOSPITAL,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,NE - Omaha,51503.0,50.0,18884.825999999997,5061.974,3872.476,41.26854640000001,-95.8347527
1020,160057,GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,IA - Davenport,52655.0,54.6,12765.723999999998,4831.028,4020.756,40.8096597,-91.1730702
1021,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,IA - Iowa City,52242.0,85.8,21347.664,8413.922,6720.872,41.659487,-91.5480726
1022,160064,MERCY MEDICAL CENTER-NORTH IOWA,1000 FOURTH STREET SW,MASON CITY,IA,IA - Mason City,50401.0,111.4,13077.225999999999,5093.76,4159.896,43.1485571,-93.21607
1023,160067,COVENANT MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,IA - Waterloo,50702.0,32.8,12641.258000000002,5013.478,4172.075999999999,42.4610567,-92.3460308
1024,160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,IA - Dubuque,52001.0,70.6,12271.964,4322.782,3403.464,42.492721,-90.6750809
1025,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,IA - Cedar Rapids,52403.0,77.6,13094.338,4435.0380000000005,3612.708,41.9780945,-91.6557271
1026,160080,MERCY MEDICAL CENTER-CLINTON,1410 NORTH 4TH STREET,CLINTON,IA,IA - Davenport,52732.0,67.0,13784.447999999999,5503.342,4573.3279999999995,41.8614111,-90.1892084
1027,160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,IA - Des Moines,50309.0,116.8,18480.144,5552.16,4445.24,41.5892197,-93.6335758
1028,160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,DES MOINES,IA,IA - Des Moines,50314.0,191.6,17536.397999999997,5422.554,4367.428,41.5986713,-93.6228884
1029,160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,IA - Iowa City,52501.0,28.8,11535.746,4944.028,4094.018,41.0288887,-92.38950489999999
1030,160104,TRINITY BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,IA - Davenport,52722.0,27.2,11667.874,4571.267999999999,3694.5019999999995,41.5660214,-90.5198278
1031,160110,ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,IA - Waterloo,50703.0,76.8,11258.55,4829.518,3890.332,42.5266507,-92.3395639
1032,160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,SD - Sioux Falls,51301.0,34.4,9843.942,4817.076,3825.0699999999997,43.149637,-95.1433697
1033,160117,THE FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,IA - Dubuque,52001.0,53.0,11013.651999999998,4398.832,3534.972,42.4962806,-90.6859143
1034,160122,FORT MADISON COMMUNITY HOSPITAL,5445 AVE O,FORT MADISON,IA,IA - Iowa City,52627.0,29.8,9865.804,5051.017999999999,4258.238,40.624254,-91.382318
1035,160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,SD - Sioux Falls,51360.0,25.666666666666668,10351.826666666666,5566.376666666667,4622.066666666667,43.4177136,-95.1248033
1036,160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,IA - Sioux City,51104.0,53.4,12823.912,5330.656,4305.532000000001,42.5194638,-96.40597439999999
1037,160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,IA - Des Moines,50112.0,18.4,9273.448,5330.124,4286.744000000001,41.74270629999999,-92.73430789999999
1038,160153,MERCY MEDICAL CENTER-SIOUX CITY,801 5TH ST BOX #316B,SIOUX CITY,IA,IA - Sioux City,51101.0,52.6,13833.004,4631.460000000001,3711.494,0.0,0.0
1039,170001,NEWMAN REGIONAL HEALTH,1201 WEST 12TH AVENUE,EMPORIA,KS,KS - Topeka,66801.0,43.4,12240.686,5110.6,4191.799999999999,38.4121728,-96.19478
1040,170006,VIA CHRISTI HOSPITAL PITTSBURG INC,1 MT CARMEL WAY,PITTSBURG,KS,MO - Joplin,66762.0,53.0,16456.264000000003,4959.146,4007.904,37.3803626,-94.6845204
1041,170009,SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS,MO - Kansas City,66048.0,16.6,18484.54,4693.37,3662.4080000000004,39.2824063,-94.9057467
1042,170010,MERCY HOSPITAL OF KANSAS INDEPENDENCE,800 W MYRTLE STREET,INDEPENDENCE,KS,KS - Wichita,67301.0,18.333333333333332,23767.960000000003,5321.5199999999995,4488.276666666667,37.2250659,-95.71690230000002
1043,170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,KS - Wichita,67401.0,49.8,17041.523999999998,5050.267999999999,4121.75,38.8334967,-97.61023569999999
1044,170013,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,HAYS,KS,KS - Wichita,67601.0,41.2,21060.856,5911.502,5135.518,38.878486,-99.299245
1045,170014,RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,OTTAWA,KS,MO - Kansas City,66067.0,31.8,14463.947999999999,5527.219999999999,4706.3,38.5965144,-95.26735839999999
1046,170016,ST FRANCIS HEALTH CENTER INC,1700 SW 7TH STREET,TOPEKA,KS,KS - Topeka,66606.0,61.8,12195.681999999999,4757.646,3713.6700000000005,39.0565558,-95.69591
1047,170017,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,EL DORADO,KS,KS - Wichita,67042.0,32.2,14975.426000000001,5379.938,4569.674000000001,37.8182791,-96.85842699999999
1048,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,KS,KS - Wichita,67502.0,91.2,16667.046,5495.584000000001,4599.712,38.0761724,-97.8928247
1049,170023,ST CATHERINE HOSPITAL,401 EAST SPRUCE,GARDEN CITY,KS,KS - Wichita,67846.0,19.0,16577.192,7306.755999999999,6509.718,37.9696779,-100.8683424
1050,170027,PRATT REGIONAL MEDICAL CENTER,200 COMMODORE ST,PRATT,KS,KS - Wichita,67124.0,22.5,14055.195,6614.63,5752.63,37.6446993,-98.7291834
1051,170033,CENTRAL KANSAS MEDICAL CENTER,3515 BROADWAY ST,GREAT BEND,KS,KS - Wichita,67530.0,15.0,11408.943333333335,4890.9766666666665,4142.29,38.366282,-98.78643869999999
1052,170039,SUMNER REGIONAL MEDICAL CENTER,1323 NORTH A ST,WELLINGTON,KS,KS - Wichita,67152.0,20.0,7681.1,5868.094999999999,4934.9,37.2783428,-97.3927192
1053,170040,UNIVERSITY OF KANSAS HOSPITAL,3901 RAINBOW BLVD,KANSAS CITY,KS,MO - Kansas City,66160.0,94.4,27603.452,6234.706,5030.969999999999,39.0558167,-94.608966
1054,170049,OLATHE MEDICAL CENTER,20375 W 151ST ST #303,OLATHE,KS,MO - Kansas City,66061.0,95.8,18842.447999999997,4589.854,3666.5800000000004,38.8528779,-94.8240201
1055,170058,MERCY HEALTH CENTER,401 WOODLAND HILLS BLVD,FORT SCOTT,KS,MO - Joplin,66701.0,27.0,25093.336000000003,5357.8099999999995,4555.83,37.8063642,-94.7100476
1056,170068,SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS,KS - Wichita,67901.0,21.333333333333332,15359.693333333335,6536.0199999999995,5037.716666666667,37.0542218,-100.9257873
