,Provider Id,Provider Zip Code, Average Covered Charges , Average Total Payments ,Average Medicare Payments,Hospital overall rating,BEDS,Cost,Provider Name,Provider Street Address,Provider City,Provider State,Hospital Type,Hospital Ownership,Location,Latitude,Longitude
210,50417,95531.0,34768.29782608696,10932.681739130434,9816.323913043481,3,-475.0,1116.3578260869567,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,Acute Care Hospitals,Government,"800 E WASHINGTON BLVD, CRESCENT CITY, CA",41.7736588,-124.1942469
211,50423,92225.0,30124.652857142857,11201.077142857142,10114.757142857143,3,51.0,1086.3199999999995,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,Acute Care Hospitals,Government,"250 NORTH FIRST STREET, BLYTHE, CA",33.6129481,-114.5950717
212,50424,92037.0,60119.09541666667,12044.908125000002,10399.910625,5,173.0,1644.9975000000002,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,Acute Care Hospitals,Voluntary(non-profit),"10666 NORTH TORREY PINES ROAD, LA JOLLA, CA",32.89694070000001,-117.2424721
213,50426,92804.0,49160.36452830189,10448.966226415094,9186.010566037736,3,219.0,1262.9556603773588,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,Acute Care Hospitals,Individual Business,"3033 W ORANGE AVENUE, ANAHEIM, CA",33.8252217,-117.9950032
214,50438,91109.0,67832.8292783505,12144.103814432981,11134.314948453612,5,625.0,1009.7888659793812,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,Acute Care Hospitals,Voluntary(non-profit),"100 W  CALIFORNIA BLVD, PASADENA, CA",34.133639,-118.152753
215,50441,94305.0,138818.64977011492,24354.784137931038,23256.58252873564,4,613.0,1098.2016091954022,STANFORD HOSPITAL,300 PASTEUR DRIVE,STANFORD,CA,Acute Care Hospitals,Voluntary(non-profit),"300 PASTEUR DRIVE, STANFORD, CA",37.4332047,-122.1756787
216,50444,95340.0,61873.031999999985,13376.640285714291,12426.483857142806,1,100.28571428571429,950.1564285714292,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,Acute Care Hospitals,Voluntary(non-profit),"333 MERCY AVENUE, MERCED, CA",37.3401411,-120.4671866
217,50454,94143.0,99420.271875,23364.711749999995,21482.205625000002,4,580.0,1882.5061249999999,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,Acute Care Hospitals,Voluntary(non-profit),"505 PARNASSUS AVE, BOX 0296, SAN FRANCISCO, CA",37.7626907,-122.45859
218,50455,93301.0,56116.768266666644,11442.3652,10461.359466666665,2,254.0,981.0057333333333,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,BAKERSFIELD,CA,Acute Care Hospitals,Voluntary(non-profit),"2615 CHESTER AVENUE, BAKERSFIELD, CA",35.3833744,-119.0206543
219,50457,94117.0,81064.39958333333,14074.704999999996,12733.08416666666,3,428.5,1341.6208333333334,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,Acute Care Hospitals,Voluntary(non-profit),"450 STANYAN ST, SAN FRANCISCO, CA",37.7740749,-122.4538893
220,50464,95350.0,144695.83328571433,14672.48757142857,13500.157285714284,1,394.0,1172.3302857142858,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,Acute Care Hospitals,Individual Business,"1441 FLORIDA AVENUE, MODESTO, CA",37.6659498,-120.9974006
221,50468,90247.0,42628.53388888889,13317.174722222224,12202.055555555553,1,172.0,1115.1191666666668,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,Acute Care Hospitals,Individual Business,"1145 W REDONDO BEACH BLVD, GARDENA, CA",33.8929929,-118.2950049
222,50471,90017.0,74430.37222222223,14752.206111111089,13893.617638888869,2,402.5,858.5884722222231,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,Acute Care Hospitals,Individual Business,"1225 WILSHIRE BOULEVARD, LOS ANGELES, CA",34.0541988,-118.2650593
223,50485,90806.0,58960.04640449435,12929.610898876403,11460.363258426965,4,458.0,1469.247640449439,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,Acute Care Hospitals,Voluntary(non-profit),"2801 ATLANTIC AVE, LONG BEACH, CA",33.8083605,-118.1873236
224,50488,94546.0,61855.63896103895,13062.501818181818,12129.91233766234,3,130.0,932.5894805194805,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,Acute Care Hospitals,Voluntary(non-profit),"20103 LAKE CHABOT ROAD, CASTRO VALLEY, CA",37.6983405,-122.0896915
225,50492,93611.0,42712.61216216217,11241.658918918916,9060.474594594592,1,208.0,2181.1843243243247,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,Acute Care Hospitals,Voluntary(non-profit),"2755 HERNDON AVE, CLOVIS, CA",36.8390429,-119.660354
226,50498,95603.0,37489.10292682928,8626.483902439026,7357.3858536585385,4,64.0,1269.0980487804875,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,Acute Care Hospitals,Voluntary(non-profit),"11815 EDUCATION STREET, AUBURN, CA",38.9451031,-121.1000785
227,50503,92024.0,64128.572678571436,12268.986785714284,10571.409285714284,2,194.0,1697.5774999999999,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,Acute Care Hospitals,Voluntary(non-profit),"354 SANTA FE DRIVE, ENCINITAS, CA",33.0369008,-117.2839126
228,50506,93405.0,78752.93967741936,9768.805483870967,8481.532903225807,4,164.0,1287.272580645161,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,CA,Acute Care Hospitals,Individual Business,"1010 MURRAY ST, SAN LUIS OBISPO, CA",35.2922411,-120.665834
229,50523,94509.0,58045.383050847435,11802.252542372886,10841.149661016949,3,145.0,961.1028813559319,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,Acute Care Hospitals,Voluntary(non-profit),"3901 LONE TREE WAY, ANTIOCH, CA",37.9827593,-121.8029656
230,50526,92647.0,37673.93,9904.216666666667,9057.828999999998,1,131.0,846.3876666666666,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEAC,CA,Acute Care Hospitals,Individual Business,"17772 BEACH BLVD, HUNTINGTON BEAC, CA",33.70364,-117.986656
231,50528,93635.0,54023.8775,25592.872499999998,24755.2825,3,44.0,837.5900000000004,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,Acute Care Hospitals,Voluntary(non-profit),"520 WEST I ST, LOS BANOS, CA",37.0640934,-120.8591356
232,50537,95616.0,39961.190714285716,9475.955000000002,8272.789285714285,4,48.0,1203.1657142857143,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,Acute Care Hospitals,Voluntary(non-profit),"2000 SUTTER PLACE, DAVIS, CA",38.5626044,-121.7708959
233,50549,91360.0,86306.92193181819,13280.99465909091,11643.650681818186,2,321.0,1637.3439772727268,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,Acute Care Hospitals,Individual Business,"215 W JANSS RD, THOUSAND OAKS, CA",34.2067796,-118.8830898
234,50551,90720.0,81736.07066666668,9184.135000000002,8021.694166666666,3,167.0,1162.440833333333,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,Acute Care Hospitals,Individual Business,"3751 KATELLA AVENUE, LOS ALAMITOS, CA",33.8045254,-118.0669994
235,50568,93637.0,28786.411142857145,10943.824857142854,10081.906285714285,2,106.0,861.9185714285713,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,Acute Care Hospitals,Voluntary(non-profit),"1250 E ALMOND AVE, MADERA, CA",36.9440246,-120.0443662
236,50573,92270.0,85110.98373737372,9856.249696969695,8617.800101010103,5,489.0,1238.449595959596,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,Acute Care Hospitals,Individual Business,"39-000 BOB HOPE DRIVE, RANCHO MIRAGE, CA",33.7426321,-116.4071663
237,50580,90623.0,43259.835555555546,11972.995555555555,10291.569166666666,4,141.0,1681.426388888889,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,Acute Care Hospitals,Individual Business,"7901 WALKER STREET, LA PALMA, CA",33.847533,-118.038414
238,50581,90712.0,65348.475818181825,9500.846000000001,8523.992545454546,2,172.0,976.8534545454546,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,Acute Care Hospitals,Individual Business,"3700 E SOUTH ST, LAKEWOOD, CA",33.8599375,-118.1486551
239,50586,91710.0,27013.499687499992,10330.028125000003,9549.063437499995,5,126.0,780.9646875000002,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,Acute Care Hospitals,Individual Business,"5451 WALNUT AVE, CHINO, CA",34.0255642,-117.686109
240,50588,91773.0,55846.22481481481,9781.605925925925,8931.841111111109,4,101.0,849.7648148148147,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,Acute Care Hospitals,Individual Business,"1350 W COVINA BLVD, SAN DIMAS, CA",34.097533,-117.8345314
241,50589,92870.0,44610.420526315786,6600.315263157895,5583.237368421053,3,114.0,1017.0778947368419,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,Acute Care Hospitals,Individual Business,"1301 N ROSE DRIVE, PLACENTIA, CA",33.8870822,-117.843323
242,50590,95823.0,63519.016595744666,14048.888510638295,12440.910851063829,3,329.0,1607.9776595744681,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,Acute Care Hospitals,Voluntary(non-profit),"7500 HOSPITAL DRIVE, SACRAMENTO, CA",38.4631737,-121.4163638
243,50599,95817.0,116296.37599999999,19618.16917647059,18429.005176470586,3,611.0,1189.1640000000004,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,Acute Care Hospitals,Voluntary(non-profit),"2315 STOCKTON BOULEVARD, SACRAMENTO, CA",38.5549492,-121.4546344
244,50603,92653.0,49908.8577922078,9084.4938961039,7844.23402597403,3,252.0,1240.2598701298707,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,Acute Care Hospitals,Voluntary(non-profit),"24451 HEALTH CENTER DRIVE, LAGUNA HILLS, CA",33.6089013,-117.7087247
245,50608,93215.0,34772.307499999995,12648.854,11486.123,2,100.0,1162.7310000000002,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,Acute Care Hospitals,Individual Business,"1401 GARCES HIGHWAY, DELANO, CA",35.7622854,-119.2392519
246,50624,91355.0,88124.67426229508,10593.328688524589,9445.709180327867,4,238.0,1147.6195081967217,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,Acute Care Hospitals,Voluntary(non-profit),"23845  MCBEAN PKWY, VALENCIA, CA",34.39787,-118.5539446
247,50633,93465.0,74546.20090909093,7615.782909090908,6471.977090909089,2,122.0,1143.8058181818183,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,CA,Acute Care Hospitals,Individual Business,"1100 LAS TABLAS RD, TEMPLETON, CA",35.5549761,-120.7193676
248,50636,92064.0,54095.09803921571,10730.168039215687,9485.487647058826,3,236.0,1244.6803921568628,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,Acute Care Hospitals,Government,"15615 POMERADO ROAD, POWAY, CA",32.9964572,-117.0561006
249,50641,90023.0,41233.5052631579,12460.145789473685,11684.606842105262,3,127.0,775.5389473684212,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,Acute Care Hospitals,Individual Business,"4060 WHITTIER BLVD, LOS ANGELES, CA",34.0237682,-118.1841496
250,50663,90023.0,38275.31132075472,13049.629245283017,12176.377924528299,3,130.0,873.2513207547167,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,Acute Care Hospitals,Individual Business,"4081 E OLYMPIC BLVD, LOS ANGELES, CA",34.0193498,-118.1865467
251,50678,92708.0,50246.35734693876,9591.047142857142,8272.377959183672,2,218.0,1318.66918367347,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,Acute Care Hospitals,Individual Business,"9920 TALBERT AVENUE, FOUNTAIN VALLEY, CA",33.7003907,-117.9556226
252,50684,92585.0,29139.160000000003,7053.296774193546,6172.394516129031,1,84.0,880.9022580645159,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,Acute Care Hospitals,Individual Business,"28400 MCCALL B0ULEVARD, SUN CITY, CA",33.7189772,-117.1681518
253,50696,90033.0,99331.34057142856,16504.869714285716,15327.927142857141,3,401.0,1176.9425714285715,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,Acute Care Hospitals,Voluntary(non-profit),"1500 SAN PABLO ST, LOS ANGELES, CA",34.0620584,-118.2012738
254,50709,92395.0,39049.285510204085,9304.041020408164,8491.6,3,148.0,812.4410204081632,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,Acute Care Hospitals,Individual Business,"16850 BEAR VALLEY RD, VICTORVILLE, CA",34.4721381,-117.2979945
255,50724,93308.0,54697.73941176472,9774.380784313724,8747.421568627453,2,47.0,1026.9592156862748,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,Acute Care Hospitals,Individual Business,"3001 SILLECT AVENUE, BAKERSFIELD, CA",35.3847081,-119.0399171
256,50726,95355.0,34022.18,9743.585,8535.785,5,23.0,1207.8000000000002,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,Acute Care Hospitals,Individual Business,"1421 OAKDALE ROAD, MODESTO, CA",37.6647978,-120.9583221
257,50727,90804.0,68132.576875,8604.710000000001,7772.8081250000005,2,208.0,831.9018750000004,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,Acute Care Hospitals,Voluntary(non-profit),"1720 TERMINO AVENUE, LONG BEACH, CA",33.7884655,-118.1452287
258,50735,90605.0,69193.36750000001,12605.876562500001,11733.101875000004,3,178.0,872.7746874999998,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,Acute Care Hospitals,Individual Business,"9080 COLIMA RD, WHITTIER, CA",33.9498216,-118.0033296
259,50736,91754.0,84167.0525,11484.741,10750.611,2,101.0,734.1300000000001,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,Acute Care Hospitals,Individual Business,"900 S ATLANTIC BLVD, MONTEREY PARK, CA",34.0495478,-118.1383262
260,50737,91754.0,117870.2968852459,16495.017704918035,15444.11524590164,4,210.0,1050.9024590163935,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,Acute Care Hospitals,Individual Business,"525 N GARFIELD AVE, MONTEREY PARK, CA",34.0678947,-118.1238043
261,50738,91733.0,72930.835,15782.060833333335,15007.053333333335,2,117.0,775.0074999999993,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,Acute Care Hospitals,Voluntary(non-profit),"1701 SANTA ANITA AVE, SOUTH EL MONTE, CA",34.0480516,-118.0434003
262,50739,90301.0,76201.14181818182,12602.620779220772,11649.444805194807,4,369.0,953.175974025974,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,Acute Care Hospitals,Individual Business,"555 EAST HARDY STREET, INGLEWOOD, CA",33.9508971,-118.3483092
263,50740,90291.0,64731.560285714295,9909.491142857143,8442.643142857143,3,145.0,1466.8480000000002,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,Acute Care Hospitals,Individual Business,"4650 LINCOLN BLVD, MARINA DEL REY, CA",33.9821435,-118.4392192
264,50742,90036.0,102538.6740909091,11086.171363636362,10198.417575757578,2,204.0,887.7537878787876,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,Acute Care Hospitals,Individual Business,"5900 WEST OLYMPIC BOULEVARD, LOS ANGELES, CA",34.0572875,-118.360485
265,50745,92869.0,58762.293333333335,14846.88,13121.873333333331,2,114.0,1725.0066666666664,CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,Acute Care Hospitals,Individual Business,"2601 E CHAPMAN AVE, ORANGE, CA",33.7886124,-117.8262888
266,50755,91403.0,42361.81549019607,10962.741372549019,9997.58,3,153.0,965.1613725490198,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,Acute Care Hospitals,Voluntary(non-profit),"4929 VAN NUYS BLVD, SHERMAN OAKS, CA",34.1602807,-118.4495134
267,50757,92120.0,49166.04056338025,10609.464788732397,9676.686760563372,5,153.0,932.7780281690135,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,Acute Care Hospitals,Individual Business,"6655 ALVARADO ROAD, SAN DIEGO, CA",32.7766415,-117.0573188
268,50758,91763.0,29846.70739130435,11703.508260869565,10885.977826086955,2,102.0,817.5304347826088,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,Acute Care Hospitals,Voluntary(non-profit),"5000 SAN BERNARDINO ST, MONTCLAIR, CA",34.0787364,-117.6960075
269,50761,91356.0,96460.65831460671,11627.653483146065,10626.031573033708,3,249.0,1001.6219101123596,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,Acute Care Hospitals,Voluntary(non-profit),"18321 CLARK STREET, TARZANA, CA",34.1710084,-118.5320407
270,50764,96001.0,69511.70560000002,11875.311333333333,10995.935333333333,4,246.0,879.3759999999997,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,Acute Care Hospitals,Individual Business,"1100 BUTTE ST, REDDING, CA",40.5855541,-122.3877573
271,50770,92563.0,22718.174545454545,4839.667272727273,4120.8436363636365,2,106.0,718.8236363636362,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,Acute Care Hospitals,Voluntary(non-profit),"28062 BAXTER ROAD, MURRIETA, CA",33.6145875,-117.1691492
272,60001,80631.0,36716.39516483516,9562.761318681318,8285.16703296703,4,300.0,1277.594285714286,NORTH COLORADO MEDICAL CENTER,1801 16TH STREET,GREELEY,CO,Acute Care Hospitals,Voluntary(non-profit),"1801 16TH STREET, GREELEY, CO",40.4147386,-104.7095264
273,60003,80501.0,38524.28947368422,8980.15298245614,7412.0373684210535,4,146.0,1568.115614035088,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,LONGMONT,CO,Acute Care Hospitals,Voluntary(non-profit),"1950 MOUNTAIN VIEW AVENUE, LONGMONT, CO",40.1822195,-105.1260783
274,60004,80601.0,24566.02611111111,7552.988888888888,6255.955555555555,4,70.0,1297.0333333333338,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,BRIGHTON,CO,Acute Care Hospitals,Voluntary(non-profit),"1600 PRAIRIE CENTER PARKWAY, BRIGHTON, CO",39.9639354,-104.768639
275,60006,81401.0,15710.54275862069,6990.05172413793,5933.114827586206,4,69.0,1056.936896551724,MONTROSE MEMORIAL HOSPITAL,800 S 3RD ST,MONTROSE,CO,Acute Care Hospitals,Voluntary(non-profit),"800 S 3RD ST, MONTROSE, CO",38.4800204,-107.8689388
276,60008,81101.0,17004.59625,7502.541875000001,6355.644374999999,4,44.0,1146.8974999999998,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,106 BLANCA AVE,ALAMOSA,CO,Acute Care Hospitals,Voluntary(non-profit),"106 BLANCA AVE, ALAMOSA, CO",37.4724787,-105.882886
277,60010,80524.0,29659.429873417732,8750.439620253163,7173.023037974682,5,232.0,1577.4165822784807,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,Acute Care Hospitals,Voluntary(non-profit),"1024 S LEMAY AVE, FORT COLLINS, CO",40.5716484,-105.0566547
278,60011,80204.0,30317.548787878794,14003.09303030303,12924.227575757579,2,409.0,1078.8654545454547,DENVER HEALTH MEDICAL CENTER,777 BANNOCK ST,DENVER,CO,Acute Care Hospitals,Government,"777 BANNOCK ST, DENVER, CO",39.7282404,-104.9910801
279,60012,81004.0,37085.49245901639,7706.811475409836,6727.21950819672,4,408.0,979.591967213115,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,1008 MINNEQUA AVE,PUEBLO,CO,Acute Care Hospitals,Voluntary(non-profit),"1008 MINNEQUA AVE, PUEBLO, CO",38.233881,-104.623987
280,60013,81301.0,29676.089444444442,10555.169444444447,8737.299444444441,5,163.33333333333334,1817.8700000000006,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,Acute Care Hospitals,Voluntary(non-profit),"1010 THREE SPRINGS BLVD, DURANGO, CO",37.2361018,-107.8255618
281,60016,81212.0,21946.229565217393,7013.194782608696,6056.1869565217385,3,25.0,957.0078260869564,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVE,CANON CITY,CO,Acute Care Hospitals,Voluntary(non-profit),"1338 PHAY AVE, CANON CITY, CO",38.4556633,-105.229732
282,60020,81003.0,43748.47362499999,9191.605875000001,8140.278124999999,3,370.0,1051.32775,PARKVIEW MEDICAL CENTER INC,400 W 16TH STREET,PUEBLO,CO,Acute Care Hospitals,Voluntary(non-profit),"400 W 16TH STREET, PUEBLO, CO",38.2817831,-104.612694
283,60023,81502.0,30970.765200000013,9678.688399999997,8558.6224,4,324.0,1120.066,ST MARYS HOSPITAL AND MEDICAL CENTER,2635 N 7TH STREET,GRAND JUNCTION,CO,Acute Care Hospitals,Voluntary(non-profit),"2635 N 7TH STREET, GRAND JUNCTION, CO",39.0904811,-108.5627055
284,60027,80304.0,46998.31981818183,9181.635636363637,8010.494545454547,3,178.0,1171.1410909090907,BOULDER COMMUNITY HOSPITAL,1100 BALSAM AVENUE,BOULDER,CO,Acute Care Hospitals,Voluntary(non-profit),"1100 BALSAM AVENUE, BOULDER, CO",40.0262346,-105.2836682
285,60030,80538.0,25872.24666666667,7880.638222222225,6693.295555555554,3,105.0,1187.3426666666664,MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,Acute Care Hospitals,Voluntary(non-profit),"2000 BOISE AVE, LOVELAND, CO",40.4132365,-105.0513281
286,60031,80907.0,36957.53123595505,7956.009887640448,6769.817977528089,3,327.0,1186.1919101123592,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRING,CO,Acute Care Hospitals,Voluntary(non-profit),"2222 N NEVADA AVE, COLORADO SPRING, CO",38.8655367,-104.821745
287,60032,80220.0,52028.09312500001,10241.568906250002,8676.89,5,262.0,1564.6789062499997,ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,CO,Acute Care Hospitals,Individual Business,"4567 E 9TH AVENUE, DENVER, CO",39.732185,-104.9340497
288,60034,80113.0,55306.14283950615,9648.88975308642,8224.253827160495,4,343.0,1424.6359259259252,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVENUE,ENGLEWOOD,CO,Acute Care Hospitals,Individual Business,"501 E HAMPDEN AVENUE, ENGLEWOOD, CO",39.6541703,-104.9807177
289,60044,80701.0,26082.43363636364,7599.901818181819,6784.8154545454545,4,50.0,815.0863636363637,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,Acute Care Hospitals,Voluntary(non-profit),"1000 LINCOLN ST, FORT MORGAN, CO",40.25971870000001,-103.795364
290,60049,80487.0,34975.7575,20628.11,18887.8825,4,98.0,1740.2274999999995,YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRIN,CO,Acute Care Hospitals,Voluntary(non-profit),"1024 CENTRAL PARK DR, STEAMBOAT SPRIN, CO",40.4633369,-106.8145559
291,60054,81501.0,19553.55263157895,6876.397368421053,5782.434210526317,3,-25.833333333333332,1093.9631578947372,COMMUNITY HOSPITAL,2021 N 12TH ST,GRAND JUNCTION,CO,Acute Care Hospitals,Voluntary(non-profit),"2021 N 12TH ST, GRAND JUNCTION, CO",39.0860756,-108.5536445
292,60064,80210.0,46551.12086206894,9146.19155172414,7813.45724137931,4,368.0,1332.7343103448275,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,Acute Care Hospitals,Voluntary(non-profit),"2525 S DOWNING ST, DENVER, CO",39.6700386,-104.9748195
293,60065,80229.0,53899.94033333334,10580.018333333335,8311.011999999999,4,115.0,2269.006333333333,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,THORNTON,CO,Acute Care Hospitals,Voluntary(non-profit),"9191 GRANT ST, THORNTON, CO",39.8635551,-104.9857089
294,60071,81416.0,15066.290740740744,6070.893703703704,5075.595925925926,4,49.0,995.2977777777779,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD STREET,DELTA,CO,Acute Care Hospitals,Government,"1501 E 3RD STREET, DELTA, CO",38.7453999,-108.047
295,60075,81601.0,34159.951,12795.39,11169.982,4,49.0,1625.408,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRING,CO,Acute Care Hospitals,Voluntary(non-profit),"1906 BLAKE AVE, GLENWOOD SPRING, CO",39.5324953,-107.3215051
296,60076,80751.0,21677.72235294117,10611.238235294117,9238.099999999999,4,25.0,1373.1382352941175,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,STERLING,CO,Acute Care Hospitals,Voluntary(non-profit),"615 FAIRHURST ST, STERLING, CO",40.6123996,-103.2210843
297,60096,81657.0,75915.82,42446.71,39943.165,4,58.0,2503.5449999999983,VAIL VALLEY MEDICAL CENTER,181 W MEADOW DRIVE,VAIL,CO,Acute Care Hospitals,Voluntary(non-profit),"181 W MEADOW DRIVE, VAIL, CO",39.6435208,-106.3822663
298,60100,80012.0,57356.121081081066,9915.92216216216,8331.347432432432,5,303.0,1584.5747297297298,"MEDICAL CENTER OF AURORA, THE",1501 S POTOMAC ST,AURORA,CO,Acute Care Hospitals,Individual Business,"1501 S POTOMAC ST, AURORA, CO",39.6886037,-104.8317418
299,60103,80027.0,30658.961111111108,8290.59,7035.528888888889,4,114.0,1255.0611111111111,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DRIVE,LOUISVILLE,CO,Acute Care Hospitals,Voluntary(non-profit),"100 HEALTH PARK DRIVE, LOUISVILLE, CO",39.9519333,-105.1517462
