,Latitude,Longitude,location
329,39.0558167,-94.608966,"3901 RAINBOW BLVD, KANSAS CITY, KS"
330,38.8528779,-94.8240201,"20375 W 151ST ST #303, OLATHE, KS"
331,38.9947853,-94.7117298,"9100 W 74TH STREET, SHAWNEE MISSION, KS"
332,37.6999611,-97.3323514,"929 N ST FRANCIS ST, WICHITA, KS"
333,37.69527350000001,-97.29778309999999,"550 N HILLSIDE ST, WICHITA, KS"
334,31.32573,-89.366704,"5001 W HARDY ST, HATTIESBURG, MS"
335,38.9102643,-94.6521061,"5721 WEST 119TH STREET, OVERLAND PARK, KS"
336,37.7503032,-97.22782839999999,"3601 NORTH WEBB ROAD, WICHITA, KS"
337,37.7243585,-97.1480114,"1124 WEST 21ST STREET, ANDOVER, KS"
338,38.0324892,-84.52370289999999,"ONE SAINT JOSEPH DRIVE, LEXINGTON, KY"
339,41.9340924,-87.63737739999999,"2900 NORTH LAKE SHORE DRIVE, CHICAGO, IL"
340,37.7131105,-85.8760009,"913 NORTH DIXIE AVENUE, ELIZABETHTOWN, KY"
341,36.9957546,-86.4299604,"250 PARK STREET, BOWLING GREEN, KY"
342,37.4726006,-82.5261251,"911 BYPASS ROAD, PIKEVILLE, KY"
343,37.6442381,-84.7732703,"217 SOUTH THIRD STREET, DANVILLE, KY"
344,36.8611126,-87.49554760000001,"320 WEST 18TH STREET, HOPKINSVILLE, KY"
345,37.0504638,-88.6473046,"1530 LONE OAK ROAD, PADUCAH, KY"
346,37.085663,-84.6201361,"305 LANGDON STREET, P O BOX 620, SOMERSET, KY"
347,30.202726,-92.0195239,"1214 COOLIDGE AVENUE, LAFAYETTE, LA"
348,29.7810152,-90.805427,"602 N ACADIA ROAD, THIBODAUX, LA"
349,29.5972061,-90.7142147,"8166 MAIN STREET, HOUMA, LA"
350,31.3151413,-92.4500652,"211 4TH STREET, ALEXANDRIA, LA"
351,29.8920731,-90.09440389999999,"1101 MEDICAL CENTER BLVD, MARRERO, LA"
352,29.9257745,-90.0923462,"1401 FOUCHER STREET, NEW ORLEANS, LA"
353,30.2046906,-93.19758180000001,"1701 OAK PARK BLVD, LAKE CHARLES, LA"
354,30.403958,-91.10706789999999,"5000 HENNESSY BLVD, BATON ROUGE, LA"
355,30.0130374,-90.18176679999999,"4200 HOUMA BLVD, METAIRIE, LA"
356,32.5129317,-92.1561531,"503 MCMILLAN ROAD, WEST MONROE, LA"
357,30.411075,-90.0806682,"95 EAST FAIRWAY CENTER DRIVE, COVINGTON, LA"
358,30.1979657,-92.0772429,"2810 AMBASSADOR CAFFERY PARKWAY, LAFAYETTE, LA"
359,30.1736821,-92.0265158,"1105 KALISTE SALOOM ROAD, LAFAYETTE, LA"
360,43.6532533,-70.27533319999999,"22 BRAMHALL ST, PORTLAND, ME"
361,44.1021568,-70.2145298,"300 MAIN STREET, LEWISTON, ME"
362,44.8073951,-68.7525715,"489 STATE ST, PO BOX 404, BANGOR, ME"
363,39.6226768,-77.6851973,"11116 MEDICAL CAMPUS ROAD, HAGERSTOWN, MD"
364,39.0147079,-77.0347487,"1500 FOREST GLEN ROAD, SILVER SPRING, MD"
365,41.76903859999999,-87.6927027,"2701 W 68TH STREET, CHICAGO, IL"
366,39.4226989,-77.4146128,"400 WEST SEVENTH ST, FREDERICK, MD"
367,39.273951,-76.67146939999999,"WILKENS & CATON AVENUES, BALTIMORE, MD"
368,38.362468,-75.598013,"100 E CARROLL AVE, SALISBURY, MD"
369,38.9972577,-77.110582,"8600 OLD GEORGETOWN RD, BETHESDA, MD"
370,38.9901193,-76.5341984,"2001 MEDICAL PARKWAY, ANNAPOLIS, MD"
371,39.6483691,-78.7328124,"12500 WILLOWBROOK ROAD, CUMBERLAND, MD"
372,39.29010100000001,-76.54683829999999,"4940 EASTERN AVENUE, BALTIMORE, MD"
373,39.608588,-75.832008,"106 BOW STREET, ELKTON, MD"
374,39.5582432,-76.9908346,"200 MEMORIAL AVE, WESTMINSTER, MD"
375,39.3909715,-76.6247907,"6701 NORTH  CHARLES STREET, BALTIMORE, MD"
376,39.2136187,-76.88591699999999,"5755 CEDAR LANE, COLUMBIA, MD"
377,41.94183,-71.2756732,"211 PARK STREET, ATTLEBORO, MA"
378,41.6527579,-70.27483769999999,"88 LEWIS BAY ROAD, HYANNIS, MA"
379,42.510776,-70.907117,"81 HIGHLAND AVENUE, SALEM, MA"
380,25.860064,-80.214148,"1100 NW 95TH ST, MIAMI, FL"
381,42.647737,-71.3422768,"295 VARNUM AVENUE, LOWELL, MA"
382,42.3631542,-71.0688334,"55 FRUIT STREET, BOSTON, MA"
383,42.1216158,-72.6037013,"759 CHESTNUT STREET, SPRINGFIELD, MA"
384,42.1758242,-70.9541227,"55 FOGG ROAD, SOUTH WEYMOUTH, MA"
385,41.7494001,-87.5690144,"8012 SOUTH CRANDON AVENUE, CHICAGO, IL"
386,42.3306338,-71.2464373,"2014 WASHINGTON STREET, NEWTON, MA"
387,42.3362036,-71.1067408,"75 FRANCIS STREET, BOSTON, MA"
388,42.0978285,-71.0615518,"235 NORTH PEARL STREET, BROCKTON, MA"
389,26.7248892,-80.0521826,"1309 N FLAGLER DR, WEST PALM BEACH, FL"
390,42.349512,-71.06330799999999,"800 WASHINGTON STREET, BOSTON, MA"
391,42.189271,-71.2019413,"800 WASHINGTON STREET, NORWOOD, MA"
392,41.56548,-70.620817,"67 & 100 TER HEUN DRIVE, FALMOUTH, MA"
393,42.2647185,-71.7968904,"123 SUMMER STREET, WORCESTER, MA"
394,35.6594255,-105.946403,"455 ST MICHAEL'S DRIVE, SANTA FE, NM"
395,42.2855143,-85.5804185,"601 JOHN STREET, KALAMAZOO, MI"
396,42.08857039999999,-86.4782949,"1234 NAPIER AVENUE, ST JOSEPH, MI"
397,42.6142543,-83.2760239,"44405 WOODWARD AVE, PONTIAC, MI"
398,42.9694389,-85.66451359999999,"100 MICHIGAN ST NE, GRAND RAPIDS, MI"
399,43.5887118,-83.86818149999999,"1900 COLUMBUS AVE, BAY CITY, MI"
400,42.28203389999999,-83.72728819999999,"1500 E MEDICAL CENTER DRIVE, SPC 5474, ANN ARBOR, MI"
401,42.6142835,-82.96035719999999,"15855 NINETEEN MILE RD, CLINTON TOWNSHI, MI"
402,42.3312,-85.1784543,"300 NORTH AVENUE, BATTLE CREEK, MI"
403,43.4247841,-83.9384673,"800 S WASHINGTON AVENU, SAGINAW, MI"
404,44.7616354,-85.6417857,"1105 SIXTH STREET, TRAVERSE CITY, MI"
405,42.3520255,-83.0571595,"3990 JOHN R STREET, DETROIT, MI"
406,42.3072397,-85.5615316,"1521 GULL ROAD, KALAMAZOO, MI"
407,43.01421000000001,-83.73259499999999,"401 S BALLENGER HIGHWAY, FLINT, MI"
408,42.2101322,-83.1476402,"2333 BIDDLE AVE, WYANDOTTE, MI"
409,42.2652597,-83.65442709999999,"5301 E HURON RIVER DR, ANN ARBOR, MI"
410,42.4192452,-82.9149578,"22101 MOROSS RD, DETROIT, MI"
411,42.5057713,-83.0048137,"11800 EAST TWELVE MILE ROAD, WARREN, MI"
412,42.892219,-83.6423231,"ONE GENESYS PARKWAY, GRAND BLANC, MI"
413,43.6386288,-84.2606084,"4000 WELLNESS DRIVE, MIDLAND, MI"
414,42.7341494,-84.5351867,"1215 E MICHIGAN AVENUE, LANSING, MI"
415,42.856655,-85.72266859999999,"5900 BYRON CENTER AVENUE, SW, WYOMING, MI"
416,42.3321567,-83.3147183,"6245 INKSTER RD, GARDEN CITY, MI"
417,42.6807334,-83.1492553,"1101 W UNIVERSITY DRIVE, ROCHESTER, MI"
418,42.5925503,-83.4988561,"ONE WILLIAM CARLS DRIVE, COMMERCE TOWNSH, MI"
419,45.013944,-93.3224025,"3300 OAKDALE NORTH, ROBBINSDALE, MN"
420,45.5753591,-94.1692047,"1406 6TH AVE NORTH, SAINT CLOUD, MN"
421,44.9525623,-93.2620166,"800 EAST 28TH STREET, MINNEAPOLIS, MN"
422,44.8859974,-93.32601190000001,"6401 FRANCE AVENUE SOUTH, EDINA, MN"
423,45.1199948,-95.0460933,"301 BECKER AVE SW, WILLMAR, MN"
424,47.503406,-94.8994242,"1300 ANNE ST NW, BEMIDJI, MN"
425,44.9556428,-93.0946477,"640 JACKSON STREET, SAINT PAUL, MN"
426,34.9355756,-88.56013170000001,"611 ALCORN DRIVE, CORINTH, MS"
427,30.3667257,-89.11534809999999,"4500 13TH ST-P O BOX 1810, GULFPORT, MS"
428,30.3743855,-88.5329127,"2809 DENNY AV, PASCAGOULA, MS"
429,32.3705122,-88.6975456,"1314 19TH AVE, MERIDIAN, MS"
430,31.3185784,-89.32952639999999,"6051 US HIGHWAY 49, HATTIESBURG, MS"
431,33.0213228,-96.7659615,"3901 W 15TH ST, PLANO, TX"
432,32.3724672,-88.69999849999999,"2124 14 ST, MERIDIAN, MS"
433,38.6993942,-93.2212098,"601 E 14TH ST, SEDALIA, MO"
434,39.711156,-91.450708,"6000 HOSPITAL DR, HANNIBAL, MO"
435,39.0088034,-94.5580906,"2316 E MEYER BLVD, KANSAS CITY, MO"
436,38.5656835,-92.1817174,"1125 MADISON ST, JEFFERSON CITY, MO"
437,38.94903,-92.315626,"1600 E BROADWAY, COLUMBIA, MO"
438,39.1495404,-94.551452,"2800 CLAY EDWARDS DRIVE, NORTH KANSAS CI, MO"
439,38.7502554,-90.43410879999999,"12303 DEPAUL DRIVE, BRIDGETON, MO"
440,38.6362225,-90.44651999999999,"3015 N BALLAS RD, TOWN AND COUNTR, MO"
441,36.7851063,-90.4278078,"2620 N WESTWOOD BLVD, POPLAR BLUFF, MO"
442,0.0,0.0,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00, COLUMBIA, MO"
443,38.5849277,-90.4520819,"2345 DOUGHERTY FERRY ROAD, SAINT LOUIS, MO"
444,39.2747471,-94.42438949999999,"2525 GLENN HENDREN DR, LIBERTY, MO"
445,38.1206705,-92.68301199999999,"54 HOSPITAL DRIVE, OSAGE BEACH, MO"
446,46.8755594,-114.0000297,"500 W BROADWAY, MISSOULA, MT"
447,48.2147675,-114.3236774,"310 SUNNYVIEW LANE, KALISPELL, MT"
448,41.234233,-96.0083107,"987400 NEBRASKA MEDICAL CENTER, OMAHA, NE"
449,41.8866872,-103.6642038,"4021 AVE B, SCOTTSBLUFF, NE"
450,42.0347712,-97.4529737,"2700 WEST NORFOLK AVE, NORFOLK, NE"
451,39.5255194,-119.7952115,"1155 MILL STREET, RENO, NV"
452,36.1327154,-115.1358324,"3186 S MARYLAND PKWY, LAS VEGAS, NV"
453,39.5318614,-119.8188283,"235 W 6TH ST, RENO, NV"
454,39.2020393,-119.7847638,"1600 MEDICAL PARKWAY, CARSON CITY, NV"
455,36.1633772,-115.1665905,"620 SHADOW LANE, LAS VEGAS, NV"
456,36.2155456,-115.2487979,"3100 N TENAYA WAY, LAS VEGAS, NV"
457,36.1809666,-115.3174163,"657 TOWN CENTER DRIVE, LAS VEGAS, NV"
458,36.0900057,-115.2402308,"5400 SOUTH RAINBOW BLVD, LAS VEGAS, NV"
459,43.1977499,-71.5617779,"250 PLEASANT ST, CONCORD, NH"
460,43.6760459,-72.27298449999999,"1 MEDICAL CENTER DRIVE, LEBANON, NH"
461,43.528536,-71.4632103,"80 HIGHLAND ST, LACONIA, NH"
462,43.0648113,-70.7902541,"333 BORTHWICK AVE, PORTSMOUTH, NH"
463,42.991178,-71.4746693,"100 MCGREGOR STREET, MANCHESTER, NH"
464,40.8840335,-74.0565417,"30 PROSPECT AVE, HACKENSACK, NJ"
465,40.7856535,-74.1764487,"ONE CLARA MAAS DRIVE, BELLEVILLE, NJ"
466,40.9835909,-74.100692,"223 N VAN DIEN AVENUE, RIDGEWOOD, NJ"
467,0.0,0.0,"12606 EAST MISSION AVENUE, SPOKANE, WA"
468,40.7896261,-74.4655683,"100 MADISON AVE, MORRISTOWN, NJ"
469,39.9279261,-75.0949231,"1600 HADDON AVENUE, CAMDEN, NJ"
470,39.97751179999999,-74.5851859,"200 TRENTON ROAD, BROWNS MILLS, NJ"
471,40.3536779,-74.0639766,"ONE RIVERVIEW PLAZA, RED BANK, NJ"
472,40.4953282,-74.4498466,"ONE ROBERT WOOD JOHNSON PL, NEW BRUNSWICK, NJ"
473,39.9642549,-74.2156583,"99 RT 37 WEST, TOMS RIVER, NJ"
474,41.3999903,-75.64611520000001,"1822 MULBERRY STREET, SCRANTON, PA"
475,40.9041892,-73.9686632,"350 ENGLE ST, ENGLEWOOD, NJ"
476,39.3147816,-74.59410729999999,"1 EAST NEW YORK AVE, SOMERS POINT, NJ"
477,40.8953079,-74.46565989999999,"25 POCONO ROAD, DENVILLE, NJ"
478,40.7128985,-74.3526073,"99 BEAUVIOR AVE, SUMMIT, NJ"
479,40.07710730000001,-74.1312932,"425 JACK MARTIN BLVD, BRICK, NJ"
480,39.9860186,-74.7949847,"175 MADISON AVE, MOUNT HOLLY, NJ"
481,40.2950943,-73.98560119999999,"300 SECOND AVENUE, LONG BRANCH, NJ"
482,40.7631494,-74.3047629,"94 OLD SHORT HILLS ROAD, LIVINGSTON, NJ"
483,40.2368406,-74.3131045,"901 WEST MAIN STREET, FREEHOLD, NJ"
484,35.0861468,-106.6399527,"601 DR MARTIN LUTHER KING JR AVE NE, ALBUQUERQUE, NM"
485,35.0821338,-106.6339204,"1100 CENTRAL AVENUE SE, ALBUQUERQUE, NM"
486,0.0,0.0,"200 HAWTHORNE LANE BOX 33549, CHARLOTTE, NC"
487,32.4416059,-104.2579904,"2430 WEST PIERCE, CARLSBAD, NM"
488,32.3235272,-106.7291768,"4311 EAST LOHMAN AVENUE, LAS CRUCES, NM"
489,41.6937994,-73.93617270000001,"45 READE PLACE, POUGHKEEPSIE, NY"
490,40.78998989999999,-73.953689,"ONE GUSTAVE L LEVY PLACE, NEW YORK, NY"
491,35.098148,-89.8645696,"5959 PARK AVE, MEMPHIS, TN"
492,39.74953530000001,-75.5666186,"7TH AND CLAYTON STS, WILMINGTON, DE"
493,38.3540037,-81.633054,"333 LAIDLEY ST, CHARLESTON, WV"
494,40.3259996,-94.87609160000001,"2016 SOUTH MAIN ST, MARYVILLE, MO"
495,42.9284109,-78.848085,"2157 MAIN STREET, BUFFALO, NY"
496,42.1000552,-76.82794779999999,"600 ROE AVENUE, ELMIRA, NY"
497,40.7778789,-73.70162839999999,"300 COMMUNITY DRIVE, MANHASSET, NY"
498,40.7738805,-73.9607736,"100 EAST 77TH STREET, NEW YORK, NY"
499,43.192906,-77.5870219,"1425 PORTLAND AVENUE, ROCHESTER, NY"
500,41.4419177,-74.36809439999999,"707 EAST MAIN STREET, MIDDLETOWN, NY"
501,42.6960158,-74.92318630000001,"ONE ATWELL ROAD, COOPERSTOWN, NY"
502,43.0559585,-76.1495044,"301 PROSPECT AVENUE, SYRACUSE, NY"
503,42.8201212,-73.9165154,"1101 NOTT STREET, SCHENECTADY, NY"
504,40.74063659999999,-73.64304489999999,"259 FIRST STREET, MINEOLA, NY"
505,43.306833,-73.646615,"100 PARK STREET, GLENS FALLS, NY"
506,40.6394036,-73.9984774,"4802 TENTH AVENUE, BROOKLYN, NY"
507,40.7531964,-73.706923,"270 - 05 76TH AVENUE, NEW HYDE PARK, NY"
508,40.65128410000001,-73.6309928,"ONE HEALTHY WAY, OCEANSIDE, NY"
509,43.04141509999999,-76.1383371,"736 IRVING AVENUE, SYRACUSE, NY"
510,40.7420681,-73.9743316,"550 FIRST AVENUE, NEW YORK, NY"
511,43.0862373,-73.7976256,"211 CHURCH STREET, SARATOGA SPRING, NY"
512,41.086676,-73.8060649,"100 WOODS RD, VALHALLA, NY"
513,40.6683276,-73.9798349,"506 SIXTH STREET, BROOKLYN, NY"
514,43.1231147,-77.624972,"601 ELMWOOD AVE, ROCHESTER, NY"
515,41.0258774,-73.7696654,"41 EAST POST R0AD, WHITE PLAINS, NY"
516,35.0323795,-78.9327441,"1638 OWEN DRIVE P O BOX 2000, FAYETTEVILLE, NC"
517,36.0078404,-78.9380188,"PO BOX 3708 DUMC  ERWIN RD, DURHAM, NC"
518,36.0902702,-80.2714555,"MEDICAL CENTER BOULEVARD, WINSTON-SALEM, NC"
519,34.6370791,-79.0118523,"300 W 27 ST  PO BOX 1408, LUMBERTON, NC"
520,36.0614634,-79.5031405,"1240 HUFFMAN MILL RD PO BOX 202, BURLINGTON, NC"
521,35.8286765,-78.617966,"3400 WAKE FOREST RD, RALEIGH, NC"
522,35.8179154,-78.7027257,"4420 LAKE BOONE TRAIL, RALEIGH, NC"
523,35.7375114,-81.3370193,"420 N CENTER ST, HICKORY, NC"
524,0.0,0.0,"2131 S 17TH ST BOX 9000, WILMINGTON, NC"
525,35.7138325,-81.26728399999999,"810 FAIRGROVE CHURCH RD, HICKORY, NC"
526,46.8073831,-100.7777559,"900 E BROADWAY, BISMARCK, ND"
527,42.0523341,-88.1432142,"1555 N BARRINGTON RD, HOFFMAN ESTATES, IL"
528,48.2321337,-101.2877014,"407 3RD ST SE, MINOT, ND"
529,46.88491339999999,-96.78596999999999,"801 BROADWAY NORTH, FARGO, ND"
530,47.9105352,-97.06811069999999,"1200 S COLUMBIA RD, GRAND FORKS, ND"
531,46.831384,-96.82778719999999,"3000 32ND AVE SOUTH, FARGO, ND"
532,40.0306088,-83.03429179999999,"3535 OLENTANGY RIVER RD, COLUMBUS, OH"
533,38.7531509,-82.97778319999999,"1805 27TH STREET, PORTSMOUTH, OH"
534,40.7357599,-84.0857733,"1001 BELLEFONTAINE AVENUE, LIMA, OH"
535,40.1147331,-82.9466073,"500 SOUTH CLEVELAND AVENUE, WESTERVILLE, OH"
536,39.9610926,-82.9909706,"111 SOUTH GRANT AVENUE, COLUMBUS, OH"
537,41.4459948,-82.7101312,"1111 HAYES AVENUE, SANDUSKY, OH"
538,41.0780464,-81.53257409999999,"400 WABASH AVENUE, AKRON, OH"
539,41.3818498,-81.7313889,"7007 POWERS BOULEVARD, PARMA, OH"
540,41.6166904,-83.61584409999999,"3000 ARLINGTON AVENUE, TOLEDO, OH"
541,39.7449606,-84.1867903,"ONE WYOMING STREET, DAYTON, OH"
542,39.3126283,-84.5173035,"3000 MACK ROAD, FAIRFIELD, OH"
543,41.4620067,-81.69753519999999,"2500 METROHEALTH DRIVE, CLEVELAND, OH"
544,41.1142131,-80.6557409,"1044 BELMONT AVENUE, YOUNGSTOWN, OH"
545,40.7411999,-84.11811469999999,"730 WEST MARKET STREET, LIMA, OH"
546,41.6730403,-83.5949906,"2142 NORTH COVE BOULEVARD, TOLEDO, OH"
547,39.717606,-82.5775809,"401 NORTH EWING STREET, LANCASTER, OH"
548,41.4501194,-81.8238665,"18101 LORAIN AVENUE, CLEVELAND, OH"
549,41.175508,-81.249325,"6847 N CHESTNUT, RAVENNA, OH"
550,39.6967019,-84.1922785,"3535 SOUTHERN BOULEVARD, KETTERING, OH"
551,40.7959671,-81.4035536,"2600 SIXTH STREET SW, CANTON, OH"
552,39.9954221,-83.0178423,"410 WEST 10TH AVENUE, COLUMBUS, OH"
553,41.01785,-83.651653,"1900 SOUTH MAIN STREET, FINDLAY, OH"
554,41.6686144,-83.54290449999999,"2213 CHERRY STREET, TOLEDO, OH"
555,39.415506,-84.57262999999999,"630 EATON AVENUE, HAMILTON, OH"
556,39.7700181,-84.2023166,"405 GRAND AVENUE, DAYTON, OH"
557,41.5065812,-81.6049621,"11100 EUCLID AVENUE, CLEVELAND, OH"
558,41.3662037,-82.0977321,"630 EAST RIVER STREET, ELYRIA, OH"
559,39.430606,-81.46454399999999,"401 MATTHEW STREET, MARIETTA, OH"
560,0.0,0.0,"18697 BAGLEY ROAD, MIDDLEBURG HEIG, OH"
561,39.3962346,-82.9683385,"272 HOSPITAL ROAD, CHILLICOTHE, OH"
562,41.2308581,-80.77703439999999,"667 EASTLAND AVE SE, WARREN, OH"
563,39.1208511,-84.50856069999999,"2139 AUBURN AVENUE, CINCINNATI, OH"
564,40.7342535,-74.0497949,"176 PALISADE AVE, JERSEY CITY, NJ"
565,41.5025172,-81.6224108,"9500 EUCLID AVENUE, CLEVELAND, OH"
566,41.51904620000001,-81.43560169999999,"6780 MAYFIELD ROAD, MAYFIELD HEIGHT, OH"
567,41.6935557,-83.6257808,"3404 SYLVANIA AVENUE, TOLEDO, OH"
568,36.1470601,-95.9681009,"1120 SOUTH UTICA AVENUE, TULSA, OK"
569,36.3903339,-97.88756269999999,"600 SOUTH MONROE, ENID, OK"
570,35.4779428,-97.5234686,"1000 NORTH LEE AVENUE, OKLAHOMA CITY, OK"
571,47.3636158,-122.6134142,"11567 CANTERWOOD BOULEVARD NW, GIG HARBOR, WA"
572,34.6092638,-98.43680099999999,"3401 WEST GORE BOULVARD, LAWTON, OK"
573,35.60804150000001,-97.59719,"4050 WEST MEMORIAL ROAD, OKLAHOMA CITY, OK"
574,35.3894956,-97.4260458,"5200 EAST I-240 SERVICE ROAD, OKLAHOMA CITY, OK"
575,45.5096053,-122.7714422,"9205 SW BARNES ROAD, PORTLAND, OR"
576,45.5435105,-122.66996,"2801 N GANTENBEIN AVENUE, PORTLAND, OR"
577,44.603243,-123.2526999,"3600 NW SAMARITAN DRIVE, CORVALLIS, OR"
578,44.0532993,-123.0036858,"1460 G STREET, SPRINGFIELD, OR"
579,44.93256239999999,-123.0342192,"890 OAK STREET, SE, SALEM, OR"
580,42.3396321,-122.8622005,"1111 CRATER LAKE AVENUE, MEDFORD, OR"
581,45.3785995,-122.7407028,"19300 SW 65TH AVENUE, TUALATIN, OR"
582,43.385831,-124.233298,"1775 THOMPSON ROAD, COOS BAY, OR"
583,40.9677777,-76.6053472,"100 NORTH ACADEMY AVENUE, DANVILLE, PA"
584,42.111813,-80.0796475,"232 WEST 25TH STREET, ERIE, PA"
585,40.9798532,-76.8870489,"ONE HOSPITAL DRIVE, LEWISBURG, PA"
586,41.2466939,-77.01511860000001,"700 HIGH STREET, WILLIAMSPORT, PA"
587,39.9448346,-76.7174633,"1001 SOUTH GEORGE STREET, YORK, PA"
588,43.1435477,-70.6509683,"15 HOSPITAL DR, YORK, ME"
589,40.45659879999999,-80.00282419999999,"320 EAST NORTH AVENUE, PITTSBURGH, PA"
590,40.363583,-75.32621400000001,"700 LAWN AVENUE, SELLERSVILLE, PA"
591,40.1834338,-77.22310329999999,"361 ALEXANDER SPRING ROAD, CARLISLE, PA"
592,42.1337469,-80.0864941,"201 STATE STREET, ERIE, PA"
593,40.047027,-76.3040232,"555 NORTH DUKE STREET, LANCASTER, PA"
594,40.5668253,-75.52392789999999,"PO BOX 689, ALLENTOWN, PA"
595,41.2583955,-75.8670118,"575 NORTH RIVER STREET, WILKES-BARRE, PA"
596,39.9341507,-77.6462744,"112 NORTH SEVENTH STREET, CHAMBERSBURG, PA"
597,40.6870829,-75.2427201,"250 SOUTH 21ST STREET, EASTON, PA"
598,40.8673467,-79.8804145,"ONE HOSPITAL WAY, BUTLER, PA"
599,39.9498107,-75.1579312,"111 SOUTH 11TH STREET, PHILADELPHIA, PA"
600,39.9713922,-75.60207659999999,"701 EAST MARSHALL ST, WEST CHESTER, PA"
601,40.9931408,-75.1753166,"206 EAST BROWN STREET, EAST STROUDSBUR, PA"
602,39.9584267,-75.1994479,"51 NORTH 39TH STREET, PHILADELPHIA, PA"
603,40.1874241,-76.18254,"169 MARTIN AVENUE, EPHRATA, PA"
604,40.1193682,-75.1203606,"1200 OLD YORK ROAD, ABINGTON, PA"
605,41.4125905,-75.65362979999999,"746 JEFFERSON AVENUE, SCRANTON, PA"
606,40.2640375,-76.67667829999999,"500 UNIVERSITY DRIVE, HERSHEY, PA"
607,40.2002769,-74.9294681,"LANGHORNE-NEWTOWN RD, LANGHORNE, PA"
608,33.779809,-118.186299,"1050 LINDEN AVE, LONG BEACH, CA"
609,34.5418476,-117.2655636,"18300 HIGHWAY 18, APPLE VALLEY, CA"
610,40.987296,-90.3596194,"3333 NORTH SEMINARY, GALESBURG, IL"
611,40.8190073,-77.8434482,"1800 EAST PARK AVE, STATE COLLEGE, PA"
612,41.2585466,-75.8104263,"100O EAST MOUNTAIN BOULEVARD, WILKES BARRE, PA"
613,41.8113917,-71.41112420000002,"593 EDDY STREET, PROVIDENCE, RI"
614,34.9566231,-81.0518456,"222 S HERLONG AVE, ROCK HILL, SC"
615,32.784352,-79.946823,"169 ASHLEY AVE, CHARLESTON, SC"
616,34.9667602,-81.939538,"101 E WOOD ST, SPARTANBURG, SC"
617,34.0279493,-81.0333789,"5 RICHLAND MEDICAL PARK, COLUMBIA, SC"
618,34.8403724,-82.4214408,"ONE ST FRANCIS DR, GREENVILLE, SC"
619,33.78555,-79.0017843,"300 SINGLETON RIDGE ROAD, CONWAY, SC"
620,34.1757748,-82.15736629999999,"1325 SPRING STREET, GREENWOOD, SC"
621,34.0060214,-81.1143005,"2720 SUNSET BLVD, WEST COLUMBIA, SC"
622,32.9765421,-80.07363169999999,"9330 MEDICAL PLAZA DR, CHARLESTON, SC"
623,33.5711196,-81.7617823,"302 UNIVERSITY PARKWAY, AIKEN, SC"
624,32.7831264,-79.9494129,"316 CALHOUN ST, CHARLESTON, SC"
625,34.1602146,-79.75163239999999,"805 PAMPLICO HWY BOX 100550, FLORENCE, SC"
626,42.8732829,-97.40778379999999,"501 SUMMIT, YANKTON, SD"
627,44.0573987,-103.2254116,"353 FAIRMONT BLVD  PO BOX 6000, RAPID CITY, SD"
628,35.75649300000001,-83.958677,"907 E LAMAR ALEXANDER PARKWAY, MARYVILLE, TN"
629,36.5854658,-82.256802,"ONE MEDICAL PARK BLVD, BRISTOL, TN"
630,35.9159522,-86.8179916,"4321 CAROTHERS PARKWAY, FRANKLIN, TN"
631,36.0244606,-84.24526999999999,"990 OAK RIDGE TURNPIKE BOX 529, OAK RIDGE, TN"
632,36.1437854,-86.8009996,"1161 21ST AVENUE SOUTH, NASHVILLE, TN"
633,35.1291678,-89.86128529999999,"6019 WALNUT GROVE ROAD, MEMPHIS, TN"
634,36.169474,-85.508439,"1 MEDICAL CENTER BOULEVARD, COOKEVILLE, TN"
635,36.3077445,-82.38424979999999,"400 N STATE OF FRANKLIN RD, JOHNSON CITY, TN"
636,35.606993,-87.0665466,"1224 TROTWOOD AVE, COLUMBIA, TN"
637,36.1293178,-86.8444772,"4220 HARDING RD, PO BOX 380, NASHVILLE, TN"
638,35.0482001,-85.2907565,"975 E 3RD ST, CHATTANOOGA, TN"
639,35.957471,-83.93659500000001,"1901 W CLINCH AVE, KNOXVILLE, TN"
640,35.03447,-85.2673895,"2333 MCCALLIE AVE, CHATTANOOGA, TN"
641,35.9172267,-84.1006513,"9352 PARK WEST BLVD, KNOXVILLE, TN"
642,36.220691,-86.32731199999999,"1411 BADDOUR PARKWAY, LEBANON, TN"
643,33.5893439,-101.8909869,"602 INDIANA AVENUE, LUBBOCK, TX"
644,30.217408,-92.0466828,"2390 WEST CONGRESS, LAFAYETTE, LA"
645,30.0439245,-99.1524297,"551 HILL COUNTRY DRIVE, KERRVILLE, TX"
646,33.9028141,-98.5016055,"1600 11TH STREET, WICHITA FALLS, TX"
647,28.8135643,-96.9777932,"2701 HOSPITAL DRIVE, VICTORIA, TX"
648,32.077444,-92.094571,"7939 U S HWY 165 SOUTH, COLUMBIA, LA"
649,27.5324877,-99.47798120000002,"1700 EAST SAUNDERS, LAREDO, TX"
650,32.5008276,-94.7304434,"700 EAST MARSHALL AVENUE, LONGVIEW, TX"
651,33.5771065,-101.8925584,"3615 19TH STREET, LUBBOCK, TX"
652,42.4610567,-92.3460308,"3421 WEST NINTH STREET, WATERLOO, IA"
653,31.5144451,-97.19954039999999,"6901 MEDICAL PARKWAY, WACO, TX"
654,27.778251,-97.3948435,"600 ELIZABETH STREET, CORPUS CHRISTI, TX"
